NÚMERO DE CASOS","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).1","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).2","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).3","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).4","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).5","VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF).6",VIOLENCIA ENTRE OTROS FAMILIARES (VIF),VIOLENCIA ENTRE OTROS FAMILIARES (VIF).1,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).2,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).3,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).4,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).5,VIOLENCIA ENTRE OTROS FAMILIARES (VIF).6,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).1,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).2,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).3,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).4,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).5,VIOLENCIA CONTRA EL ADULTO MAYOR (VIF).6,TOTAL VIOLENCIA INTRAFAMILIAR,TOTAL VIOLENCIA INTRAFAMILIAR.1,TOTAL VIOLENCIA INTRAFAMILIAR.2,TOTAL VIOLENCIA INTRAFAMILIAR.3,TOTAL VIOLENCIA INTRAFAMILIAR.4,TOTAL VIOLENCIA INTRAFAMILIAR.5,TOTAL VIOLENCIA INTRAFAMILIAR.6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,
66456,Mistrató,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
66001,Pereira,19,-,19,29,-,29,48,-,23,23,-,55,55,78,-,5,5,-,9,9,14,19,28,47,29,64,93,140
66594,Quinchía,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
66682,Santa Rosa de Cabal,-,-,-,-,-,-,-,-,2,2,-,5,5,7,-,1,1,-,2,2,3,-,3,3,-,7,7,10
66687,Santuario,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2
68,Santander,111,-,111,124,-,124,235,-,196,196,-,350,350,546,-,32,32,-,31,31,63,111,228,339,124,381,505,844
68077,Barbosa,4,-,4,2,-,2,6,-,4,4,-,1,1,5,-,1,1,-,-,-,1,4,5,9,2,1,3,12
68079,Barichara,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
68081,Barrancabermeja,11,-,11,16,-,16,27,-,23,23,-,56,56,79,-,2,2,-,5,5,7,11,25,36,16,61,77,113
68101,Bolívar,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,-,-,-,1,1,1,-,3,3,-,2,2,5
68001,Bucaramanga,27,-,27,33,-,33,60,-,55,55,-,94,94,149,-,11,11,-,6,6,17,27,66,93,33,100,133,226
68132,California,1,-,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,1,2,3,-,-,-,3
68147,Capitanejo,4,-,4,2,-,2,6,-,1,1,-,2,2,3,-,-,-,-,-,-,-,4,1,5,2,2,4,9
68152,Carcasí,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,1,1,-,3,3,4
68162,Cerrito,-,-,-,3,-,3,3,-,2,2,-,3,3,5,-,1,1,-,-,-,1,-,3,3,3,3,6,9
68167,Charalá,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,2,2,-,2,2,4
68179,Chipatá,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
68190,Cimitarra,2,-,2,2,-,2,4,-,4,4,-,15,15,19,-,-,-,-,-,-,-,2,4,6,2,15,17,23
68217,Coromoro,-,-,-,1,-,1,1,-,4,4,-,3,3,7,-,-,-,-,-,-,-,-,4,4,1,3,4,8
68229,Curití,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
68235,El Carmen de Chucurí,2,-,2,2,-,2,4,-,-,-,-,6,6,6,-,-,-,-,-,-,-,2,-,2,2,6,8,10
68250,El Peñón,1,-,1,1,-,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,1,2,1,-,1,3
68255,El Playón,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2
68271,Florián,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
68276,Floridablanca,21,-,21,14,-,14,35,-,26,26,-,44,44,70,-,6,6,-,5,5,11,21,32,53,14,49,63,116
68296,Galán,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
68298,Gámbita,1,-,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,1,-,1,1,2
68307,Girón,7,-,7,2,-,2,9,-,20,20,-,37,37,57,-,2,2,-,3,3,5,7,22,29,2,40,42,71
68318,Guaca,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,1,1,-,2,2,3
68320,Guadalupe,3,-,3,2,-,2,5,-,-,-,-,4,4,4,-,-,-,-,-,-,-,3,-,3,2,4,6,9
68327,Güepsa,1,-,1,2,-,2,3,-,3,3,-,5,5,8,-,-,-,-,-,-,-,1,3,4,2,5,7,11
68368,Jesús María,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
68377,La Belleza,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2
68397,La Paz,1,-,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,1,-,1,-,2,2,3
68385,Landázuri,-,-,-,1,-,1,1,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,1,1,1,2,3,4
68406,Lebrija,2,-,2,-,-,-,2,-,4,4,-,5,5,9,-,-,-,-,1,1,1,2,4,6,-,6,6,12
68432,Málaga,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2
68444,Matanza,1,-,1,1,-,1,2,-,-,-,-,1,1,1,-,-,-,-,1,1,1,1,-,1,1,2,3,4
68464,Mogotes,-,-,-,1,-,1,1,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,1,1,1,2,3,4
68498,Ocamonte,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
68502,Onzaga,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,3,3,-,1,1,4
68533,Páramo,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
68547,Piedecuesta,5,-,5,4,-,4,9,-,9,9,-,22,22,31,-,2,2,-,1,1,3,5,11,16,4,23,27,43
68572,Puente Nacional,-,-,-,4,-,4,4,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,1,1,4,3,7,8
68573,Puerto Parra,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2
68575,Puerto Wilches,4,-,4,6,-,6,10,-,1,1,-,7,7,8,-,-,-,-,1,1,1,4,1,5,6,8,14,19
68615,Rionegro,-,-,-,2,-,2,2,-,3,3,-,1,1,4,-,1,1,-,1,1,2,-,4,4,2,2,4,8
68655,Sabana de Torres,1,-,1,1,-,1,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,1,1,2,1,1,2,4
68679,San Gil,1,-,1,1,-,1,2,-,5,5,-,8,8,13,-,1,1,-,1,1,2,1,6,7,1,9,10,17
68684,San José de Miranda,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
68689,San Vicente de Chucurí,5,-,5,3,-,3,8,-,-,-,-,4,4,4,-,1,1,-,-,-,1,5,1,6,3,4,7,13
68745,Simacota,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
68770,Suaita,3,-,3,7,-,7,10,-,4,4,-,3,3,7,-,2,2,-,-,-,2,3,6,9,7,3,10,19
68820,Tona,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
68861,Vélez,-,-,-,8,-,8,8,-,6,6,-,4,4,10,-,-,-,-,2,2,2,-,6,6,8,6,14,20
70,Sucre,9,-,9,10,-,10,19,-,12,12,-,37,37,49,-,9,9,-,1,1,10,9,21,30,10,38,48,78
70215,Corozal,2,-,2,1,-,1,3,-,1,1,-,3,3,4,-,1,1,-,-,-,1,2,2,4,1,3,4,8
70233,El Roble,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,-,-,2
70235,Galeras,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
70418,Los Palmitos,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
70473,Morroa,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
70508,Ovejas,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,2,-,-,-,2,-,2,2,-,1,1,3
70523,Palmito,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
70670,Sampués,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
70678,San Benito Abad,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
70742,San Luis de Sincé,1,-,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,1,-,1,-,2,2,3
70713,San Onofre,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
70820,Santiago de Tolú,1,-,1,4,-,4,5,-,1,1,-,2,2,3,-,1,1,-,-,-,1,1,2,3,4,2,6,9
70001,Sincelejo,4,-,4,5,-,5,9,-,8,8,-,22,22,30,-,3,3,-,1,1,4,4,11,15,5,23,28,43
70823,Tolú Viejo,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
73,Tolima,99,-,99,114,-,114,213,-,144,144,-,238,238,382,-,32,32,-,27,27,59,99,176,275,114,265,379,654
73024,Alpujarra,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,1,2
73026,Alvarado,2,-,2,1,-,1,3,-,-,-,-,2,2,2,-,-,-,-,-,-,-,2,-,2,1,2,3,5
73030,Ambalema,-,-,-,1,-,1,1,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,1,4,5,5
73043,Anzoátegui,1,-,1,3,-,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,-,3,4
73055,Armero Guayabal,1,-,1,2,-,2,3,-,2,2,-,-,-,2,-,-,-,-,-,-,-,1,2,3,2,-,2,5
73067,Ataco,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
73124,Cajamarca,1,-,1,1,-,1,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,-,1,1,1,2,3
73148,Carmen de Apicalá,2,-,2,2,-,2,4,-,2,2,-,4,4,6,-,-,-,-,1,1,1,2,2,4,2,5,7,11
73152,Casabianca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1
73168,Chaparral,9,-,9,4,-,4,13,-,10,10,-,10,10,20,-,2,2,-,3,3,5,9,12,21,4,13,17,38
73200,Coello,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2
73217,Coyaima,2,-,2,9,-,9,11,-,10,10,-,13,13,23,-,-,-,-,1,1,1,2,10,12,9,14,23,35
73226,Cunday,1,-,1,1,-,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,1,2,1,-,1,3
73236,Dolores,1,-,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,1,2,3,-,-,-,3
73268,Espinal,6,-,6,3,-,3,9,-,6,6,-,13,13,19,-,-,-,-,-,-,-,6,6,12,3,13,16,28
73270,Falan,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,2,2,-,1,1,3
73275,Flandes,1,-,1,1,-,1,2,-,3,3,-,2,2,5,-,-,-,-,-,-,-,1,3,4,1,2,3,7
73283,Fresno,6,-,6,4,-,4,10,-,1,1,-,-,-,1,-,-,-,-,1,1,1,6,1,7,4,1,5,12
73319,Guamo,-,-,-,2,-,2,2,-,7,7,-,9,9,16,-,2,2,-,1,1,3,-,9,9,2,10,12,21
73349,Honda,3,-,3,1,-,1,4,-,1,1,-,6,6,7,-,3,3,-,3,3,6,3,4,7,1,9,10,17
73001,Ibagué,37,-,37,43,-,43,80,-,51,51,-,104,104,155,-,15,15,-,14,14,29,37,66,103,43,118,161,264
73352,Icononzo,3,-,3,1,-,1,4,-,2,2,-,2,2,4,-,-,-,-,-,-,-,3,2,5,1,2,3,8
73408,Lérida,3,-,3,-,-,-,3,-,2,2,-,2,2,4,-,-,-,-,-,-,-,3,2,5,-,2,2,7
73411,Líbano,1,-,1,1,-,1,2,-,10,10,-,10,10,20,-,-,-,-,-,-,-,1,10,11,1,10,11,22
73449,Melgar,2,-,2,4,-,4,6,-,3,3,-,7,7,10,-,1,1,-,-,-,1,2,4,6,4,7,11,17
73461,Murillo,1,-,1,5,-,5,6,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,1,2,5,-,5,7
73483,Natagaima,-,-,-,-,-,-,-,-,5,5,-,7,7,12,-,-,-,-,-,-,-,-,5,5,-,7,7,12
73504,Ortega,1,-,1,3,-,3,4,-,2,2,-,7,7,9,-,1,1,-,-,-,1,1,3,4,3,7,10,14
73520,Palocabildo,-,-,-,1,-,1,1,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,1,3,4,4
73547,Piedras,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
73555,Planadas,2,-,2,5,-,5,7,-,-,-,-,4,4,4,-,2,2,-,-,-,2,2,2,4,5,4,9,13
73563,Prado,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
73585,Purificación,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,2,2,-,1,1,3
73616,Rioblanco,2,-,2,3,-,3,5,-,-,-,-,2,2,2,-,-,-,-,-,-,-,2,-,2,3,2,5,7
73624,Rovira,2,-,2,5,-,5,7,-,1,1,-,3,3,4,-,-,-,-,1,1,1,2,1,3,5,4,9,12
73671,Saldaña,2,-,2,2,-,2,4,-,3,3,-,2,2,5,-,-,-,-,-,-,-,2,3,5,2,2,4,9
73675,San Antonio,-,-,-,1,-,1,1,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,1,1,1,4,5,6
73678,San Luis,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,2,2,-,-,-,2,-,7,7,-,-,-,7
73443,San Sebastián de Mariquita,6,-,6,3,-,3,9,-,6,6,-,13,13,19,-,1,1,-,1,1,2,6,7,13,3,14,17,30
73686,Santa Isabel,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
73770,Suárez,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
73854,Valle de San Juan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1
73873,Villarrica,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1
76,Valle del Cauca,89,-,89,96,-,96,185,-,156,156,-,366,366,522,-,42,42,-,58,58,100,89,198,287,96,424,520,807
76020,Alcalá,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,2,-,2,3
76036,Andalucía,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
76054,Argelia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1
76100,Bolívar,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,2,2,-,1,1,3
76109,Buenaventura,3,-,3,3,-,3,6,-,1,1,-,5,5,6,-,1,1,-,2,2,3,3,2,5,3,7,10,15
76113,Bugalagrande,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
76122,Caicedonia,2,-,2,8,-,8,10,-,-,-,-,3,3,3,-,2,2,-,1,1,3,2,2,4,8,4,12,16
76001,Cali,44,-,44,48,-,48,92,-,86,86,-,232,232,318,-,23,23,-,35,35,58,44,109,153,48,267,315,468
76126,Calima,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,1,2
76130,Candelaria,3,-,3,1,-,1,4,-,1,1,-,12,12,13,-,-,-,-,-,-,-,3,1,4,1,12,13,17
76147,Cartago,3,-,3,3,-,3,6,-,4,4,-,6,6,10,-,2,2,-,3,3,5,3,6,9,3,9,12,21
76233,Dagua,-,-,-,-,-,-,-,-,3,3,-,6,6,9,-,1,1,-,2,2,3,-,4,4,-,8,8,12
76248,El Cerrito,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,-,-,-,-,-,-,-,3,3,-,3,3,6
76275,Florida,-,-,-,2,-,2,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,2,1,3,4
76306,Ginebra,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2
76318,Guacarí,1,-,1,-,-,-,1,-,2,2,-,6,6,8,-,-,-,-,-,-,-,1,2,3,-,6,6,9
76111,Guadalajara de Buga,3,-,3,4,-,4,7,-,12,12,-,13,13,25,-,2,2,-,4,4,6,3,14,17,4,17,21,38
76364,Jamundí,1,-,1,5,-,5,6,-,2,2,-,8,8,10,-,1,1,-,-,-,1,1,3,4,5,8,13,17
76377,La Cumbre,1,-,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,1,2,3,-,1,1,4
76403,La Victoria,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,-,-,2
76497,Obando,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,4
76520,Palmira,17,-,17,7,-,7,24,-,14,14,-,38,38,52,-,3,3,-,5,5,8,17,17,34,7,43,50,84
76563,Pradera,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2
76606,Restrepo,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2
76616,Riofrío,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1
76622,Roldanillo,2,-,2,1,-,1,3,-,5,5,-,5,5,10,-,-,-,-,-,-,-,2,5,7,1,5,6,13
76670,San Pedro,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2
76736,Sevilla,2,-,2,2,-,2,4,-,4,4,-,1,1,5,-,1,1,-,2,2,3,2,5,7,2,3,5,12
76828,Trujillo,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
76834,Tuluá,3,-,3,2,-,2,5,-,1,1,-,9,9,10,-,1,1,-,1,1,2,3,2,5,2,10,12,17
76863,Versalles,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2
76890,Yotoco,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1
76892,Yumbo,3,-,3,1,-,1,4,-,5,5,-,5,5,10,-,-,-,-,1,1,1,3,5,8,1,6,7,15
76895,Zarzal,1,-,1,-,-,-,1,-,2,2,-,3,3,5,-,1,1,-,1,1,2,1,3,4,-,4,4,8
97,Vaupés,1,-,1,3,-,3,4,-,8,8,-,5,5,13,-,-,-,-,-,-,-,1,8,9,3,5,8,17
97001,Mitú,1,-,1,3,-,3,4,-,8,8,-,5,5,13,-,-,-,-,-,-,-,1,8,9,3,5,8,17
99,Vichada,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
99773,Cumaribo,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1
0,TOTAL,2392,-,2392,2677,-,2677,5069,-,3587,3587,-,6473,6473,10060,-,708,708,-,787,787,1495,2392,4295,6687,2677,7260,9937,16624
VIF: Violencia Intrafamiliar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Violencia contra niños, niñas y adolescentes: se incluyen los grupos de edad comprendidos entre los 00 a 17 años",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violencia entre otros familiares: se incluyen los grupos de edad comprendidos entre los 18 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violencia contra el adulto mayor: se incluyen los grupos de edad mayores de 60 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUENTE: Instituto Nacional de Medicina Legal y Ciencias Forenses - INMLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grupo: Centro de Referencia Nacional sobre Violencia - GCRNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020: Base: Sistema de Información de Clínica y Odontología Forense - SICLICO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
