 DIVIPOLA,"COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTERPERSONAL EN COLOMBIA AÑO 2021

CASOS Y TASAS X 100.00 HABITANTES",VIOLENCIA INTERPERSONAL (CASOS),VIOLENCIA INTERPERSONAL (CASOS).1,VIOLENCIA INTERPERSONAL (CASOS).2,VIOLENCIA INTERPERSONAL (CASOS).3,VIOLENCIA INTERPERSONAL (CASOS).4,VIOLENCIA INTERPERSONAL (CASOS).5,VIOLENCIA INTERPERSONAL (CASOS).6,VIOLENCIA INTERPERSONAL (TASAS),VIOLENCIA INTERPERSONAL (TASAS).1,VIOLENCIA INTERPERSONAL (TASAS).2,VIOLENCIA INTERPERSONAL (TASAS).3,VIOLENCIA INTERPERSONAL (TASAS).4,VIOLENCIA INTERPERSONAL (TASAS).5,VIOLENCIA INTERPERSONAL (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
25524,Pandi,-,4,4,1,1,2,6,0,188.23529411764707,135.40961408259986,146.6275659824047,52.356020942408385,77.1604938271605,108.18608005769926
25530,Paratebueno,1,16,17,-,4,4,21,59.45303210463733,491.0988336402701,344.12955465587044,0,132.9787234042553,86.13264427217915,219.1151919866444
25535,Pasca,2,9,11,1,9,10,21,131.4060446780552,243.37479718766903,210.72796934865897,72.15007215007215,264.55026455026456,208.85547201336675,209.83213429256594
25572,Puerto Salgar,-,5,5,-,5,5,10,0,78.60399308284862,57.30002292000917,0,79.54183900731785,58.09225049378413,57.69341718109964
25580,Pulí,1,2,3,-,1,1,4,215.51724137931035,137.83597518952448,156.6579634464752,0,85.6898029134533,60.24096385542169,111.8881118881119
25592,Quebradanegra,1,4,5,-,4,4,9,157.72870662460568,195.98236158745712,186.9158878504673,0,214.82277121374864,163.39869281045753,175.67831348819053
25594,Quetame,-,29,29,1,6,7,36,0,1518.3246073298428,1020.408163265306,114.94252873563218,330.76074972436606,260.80476900149034,651.4657980456026
25596,Quipile,1,2,3,-,-,-,3,118.62396204033216,71.25044531528322,82.19178082191782,0,0,0,44.14361389052384
25612,Ricaurte,1,20,21,3,8,11,32,48.16955684007707,364.09976333515385,277.44748315497424,154.4004117344313,147.35678762202986,149.21323928377643,214.1757579813935
25645,San Antonio del Tequendama,-,19,19,-,7,7,26,0,380.22813688212926,284.04843773359244,0,138.66877971473852,105.26315789473684,194.91716020691206
25649,San Bernardo,-,2,2,-,1,1,3,0,59.224163458691145,41.49377593360996,0,31.094527363184078,22.119000221190003,32.11647575206081
25653,San Cayetano,-,3,3,-,1,1,4,0,151.36226034308777,110.25358324145535,0,56.4652738565782,40.73319755600815,77.27975270479135
25658,San Francisco,3,17,20,-,7,7,27,181.2688821752266,385.7499432720672,329.9241174529858,0,149.0947816826411,111.96417146513116,219.2626279031996
25662,San Juan de Rioseco,1,2,3,1,-,1,4,81.83306055646482,60.40471156750227,66.18133686300463,91.49130832570906,0,23.025558369790467,45.06534474988734
25718,Sasaima,1,8,9,-,1,1,10,58.20721769499418,177.58046614872364,144.62477904547646,0,23.342670401493933,17.373175816539263,83.47942232239753
25736,Sesquilé,-,10,10,-,4,4,14,0,218.53146853146853,151.58405335758678,0,85.47008547008546,61.06870229007634,106.48817220658705
25740,Sibaté,6,52,58,4,32,36,94,113.50737797956867,383.5091083413231,307.77394534359246,78.20136852394917,226.0844990815317,186.82858477347034,246.6285354462927
25743,Silvania,2,16,18,-,2,2,20,56.14823133071309,182.81535648994515,146.17508526879973,0,22.44165170556553,16.518004625041293,81.89337482597658
25745,Simijaca,-,11,11,1,8,9,20,0,231.5302041675437,155.19187358916477,45.49590536851684,149.98125234345707,119.49017525225705,136.79890560875512
25754,Soacha,91,841,932,85,567,652,1584,80.42137264259328,314.9399891400004,245.1412323870496,77.72139167009556,192.80599024748534,161.6089509546578,202.13569634726502
25758,Sopó,-,2,2,-,3,3,5,0,18.460402436773123,13.513513513513514,0,25.693730729701954,19.535065442469232,16.57989853102099
25769,Subachoque,-,10,10,-,-,-,10,0,158.9825119236884,115.42012927054479,0,0,0,57.44485294117647
25772,Suesca,2,20,22,1,15,16,38,64.80881399870383,303.16810671517356,227.20231333264485,34.19972640218878,218.08665309683045,163.23199347072025,195.02181164998717
25777,Supatá,-,1,1,-,-,-,1,0,45.08566275924256,33.898305084745765,0,0,0,17.352073572791948
25779,Susa,-,9,9,-,2,2,11,0,359.71223021582733,240.128068303095,0,78.86435331230284,55.55555555555556,149.7005988023952
25781,Sutatausa,-,4,4,1,1,2,6,0,179.69451931716083,118.37821840781297,91.65902841429882,44.903457566232596,60.27727546714888,89.59235478572495
25785,Tabio,-,3,3,-,1,1,4,0,34.14523104939677,24.449877750611243,0,10.524100189433803,7.750736319950395,15.890672175433021
25793,Tausa,-,9,9,-,4,4,13,0,288.92455858747996,192.06145966709346,0,141.24293785310735,92.7643784786642,144.476550344521
25797,Tena,1,22,23,2,10,12,35,66.66666666666667,531.1443746982134,407.65685926976255,143.47202295552367,255.5583950932788,226.11644997173542,319.6638962462325
25799,Tenjo,-,7,7,-,2,2,9,0,78.95330475975638,56.85971895053204,0,21.281123643328367,15.69612305760477,35.92384145611304
25805,Tibacuy,-,5,5,-,1,1,6,0,266.8089647812167,198.8862370723946,0,60.06006006006006,43.30879168471199,124.40389798880365
25807,Tibirita,1,1,2,-,-,-,2,294.9852507374631,74.8502994011976,119.40298507462687,0,0,0,58.56515373352855
25815,Tocaima,2,10,12,1,6,7,19,93.41429238673517,153.2097441397273,138.4402399630826,51.5729757607014,90.0360144057623,81.36696501220504,110.01100110011001
25817,Tocancipá,1,20,21,1,5,6,27,13.12852829197847,124.44776305145913,88.65248226950355,13.883104262113008,30.033637674195102,25.15617793803195,56.795473190433114
25823,Topaipí,1,1,2,-,1,1,3,175.13134851138355,55.4016620498615,84.17508417508417,0,64.9772579597141,48.12319538017324,67.3551863493489
25839,Ubalá,1,3,4,-,3,3,7,91.15770282588879,92.33610341643582,92.03865623561896,0,110.01100110011001,79.95735607675905,86.44109656705359
25841,Ubaque,2,23,25,1,5,6,31,184.50184501845018,830.6247742867462,648.8450558006748,111.60714285714285,192.3816852635629,171.67381974248926,421.88350571584107
25845,Une,2,7,9,-,1,1,10,188.85741265344666,235.61090541905082,223.32506203473946,0,38.13882532418002,27.5178866263071,130.48016701461378
25851,Útica,-,8,8,1,7,8,16,0,416.4497657470068,329.76092333058534,187.26591760299627,424.2424242424243,366.3003663003663,347.07158351409976
25506,Venecia,-,3,3,-,2,2,5,0,173.81228273464657,124.63647694225178,0,124.14649286157666,90.13068949977468,108.08473843493299
25862,Vergara,-,18,18,-,4,4,22,0,603.4193764666443,459.41807044410416,0,149.98125234345707,113.18619128466328,295.2227589908749
25867,Vianí,-,6,6,-,1,1,7,0,317.79661016949154,237.24792408066432,0,59.347181008902076,43.04778303917348,144.2704039571311
25843,Villa de San Diego de Ubaté,7,69,76,2,58,60,136,94.41596978688966,421.27113987422916,319.4216786449796,27.731558513588467,326.411165512972,240.18253872943436,278.8370853323492
25873,Villapinzón,1,19,20,2,7,9,29,30.76923076923077,297.1071149335418,207.3613271124935,64.47453255963894,109.06824555936429,94.53781512605042,151.31750587007565
25875,Villeta,1,70,71,3,28,31,102,25.31004808909137,625.7822277847309,469.04934927660696,80.49369466058492,245.16242010331842,204.6474782149459,336.8003962357603
25878,Viotá,-,11,11,2,9,11,22,0,199.67326193501543,147.8892175315945,105.42962572482868,176.67844522968198,157.34515806036333,152.470718691524
25885,Yacopí,-,1,1,-,-,-,1,0,20.312817387771684,14.723203769140163,0,0,0,7.655209369976269
25898,Zipacón,1,11,12,-,2,2,14,129.03225806451613,583.2449628844115,450.9582863585118,0,104.43864229765013,78.125,268.1478643937943
25899,Zipaquirá,9,129,138,13,61,74,212,43.07869040781161,243.46972670995018,186.79950186799502,64.60269343537246,104.81820056361262,94.48537391948314,139.29498340944184
94,Guainía,2,54,56,3,23,26,82,16.563146997929607,369.8883485170217,209.94226587688385,26.052974381241857,173.44091697458714,104.94026477236035,159.37803692905734
94343,Barranco Minas,1,1,2,-,1,1,3,39.635354736424894,56.91519635742743,46.728971962616825,0,71.4796283059328,26.68801708033093,37.37386321166064
94001,Inírida,1,53,54,3,22,25,79,14.060742407199102,502.17926852378247,305.6719121476282,43.891733723482076,222.22222222222223,149.38751120406334,229.644487078864
95,Guaviare,4,32,36,-,17,17,53,23.78686964795433,107.42220282654671,77.24493080141616,0,65.83788389295535,40.58732243046437,59.893773307718384
95015,Calamar,2,1,3,-,-,-,3,103.78827192527244,26.31578947368421,52.38344683080147,0,0,0,29.177202878817347
95025,El Retorno,-,-,-,-,1,1,1,0,0,0,0,26.638252530633988,15.408320493066256,7.137758743754461
95001,San José del Guaviare,2,31,33,-,16,16,49,19.03311762466692,167.73984091769924,113.83628272793129,0,89.66096945923228,57.1122612885954,85.95888007859098
41,Huila,75,1108,1183,47,510,557,1740,40.097088416753095,293.8703628556348,209.72090986610127,26.488125429727567,130.63089599987705,98.08911140422398,153.7192097772485
41006,Acevedo,2,20,22,-,4,4,26,40.04004004004004,246.15384615384616,167.6829268292683,0,53.34755934915977,32.28410008071025,101.92081536652294
41013,Agrado,-,5,5,-,3,3,8,0,170.82336863682954,111.58223610801161,0,101.01010101010101,66.23978803267829,88.79023307436182
41016,Aipe,2,10,12,-,2,2,14,71.27583749109053,183.04960644334614,145.12032893941227,0,35.77817531305903,23.76425855513308,83.90770152831885
41020,Algeciras,-,12,12,-,8,8,20,0,154.36068947774635,102.37160894045385,0,109.70927043335162,72.47689798876608,87.87346221441125
41026,Altamira,-,14,14,1,2,3,17,0,793.6507936507936,574.7126436781609,178.57142857142856,142.04545454545456,152.4390243902439,386.0127157129882
41078,Baraya,2,6,8,-,4,4,12,153.37423312883436,185.93120545398202,176.56146546016333,0,151.57256536566882,105.09721492380451,143.9366678661389
41132,Campoalegre,1,21,22,-,13,13,35,20.07226013649137,195.6582502562191,139.99363665287942,0,115.75104621137922,81.76614881439085,110.7104447396723
41206,Colombia,-,14,14,1,2,3,17,0,534.5551737304314,362.6943005181347,91.40767824497257,92.25092250922509,91.96811771919067,238.69699522606012
41244,Elías,-,2,2,-,1,1,3,0,125.54927809165098,88.45643520566122,0,71.73601147776183,48.192771084337345,69.18819188191881
41298,Garzón,12,64,76,6,43,49,125,93.45066583599407,262.4671916010499,204.16386836803227,49.65243296921549,168.9653817438799,130.5517810992993,167.20618529120628
41306,Gigante,-,14,14,-,7,7,21,0,165.2892561983471,113.23196376577161,0,82.05368655491736,55.71030640668524,84.23923944000963
41319,Guadalupe,-,7,7,-,4,4,11,0,115.47344110854503,74.73841554559044,0,68.15471119441132,44.004400440044,59.60121369744257
41349,Hobo,-,2,2,-,1,1,3,0,81.07012565869476,52.868094105207504,0,40.58441558441559,27.285129604365622,40.27926960257788
41357,Íquira,-,1,1,-,-,-,1,0,32.91639236339697,20.898641588296762,0,0,0,10.613457864572277
41359,Isnos,2,24,26,2,13,15,41,46.97040864255519,272.60336210813267,199.0506813657939,47.50593824228029,150.06348839893803,116.52295502213937,158.08752650857915
41378,La Argentina,-,2,2,1,3,4,6,0,47.03668861712136,29.748624126134164,42.86326618088298,71.15749525616698,61.07802717972209,45.20795660036166
41396,La Plata,2,50,52,2,29,31,83,16.884761502743775,249.52590078850181,163.0963209233761,17.868310551237382,146.2578172281622,99.93230392314884,131.9470939844843
41483,Nátaga,-,2,2,-,1,1,3,0,94.02914903620122,58.89281507656065,0,50.377833753148614,30.950170225936244,45.26935264825713
41001,Neiva,32,521,553,17,246,263,816,58.251720246113514,429.6446566553689,313.85324381232374,32.43841471559143,177.23853713363496,137.55014304168867,222.1012520413718
41503,Oporapa,-,9,9,-,1,1,10,0,246.17067833698033,147.49262536873155,0,28.612303290414882,16.897600540723214,83.19467554076539
41518,Paicol,-,1,1,-,1,1,2,0,44.82294935006723,28.960324355632782,0,44.70272686633885,30.075187969924812,29.507229271171436
41524,Palermo,3,37,40,3,13,16,56,69.28406466512702,391.24458073384795,290.12838180895045,73.96449704142012,140.3281519861831,120.12012012012012,206.58870402479064
41530,Palestina,-,1,1,-,4,4,5,0,26.08242044861763,16.784155756965426,0,110.74197120708749,72.29351165732875,43.51231398485771
41548,Pital,1,7,8,-,-,-,8,37.13330857779428,159.38069216757742,112.91460832745237,0,0,0,56.97599886048002
41551,Pitalito,7,119,126,8,58,66,192,32.080659945004584,278.9694540169257,195.41852133318858,38.367464390197114,130.68361047271418,101.17578526206061,148.02251175699638
41615,Rivera,-,24,24,-,15,15,39,0,246.38127502309825,177.01725918277032,0,179.76989453499522,127.29124236252547,153.89472022729066
41660,Saladoblanco,1,6,7,1,1,2,9,45.47521600727603,183.15018315018315,127.85388127853881,50.96839959225281,31.084861672365555,38.61749372465727,84.47531443589263
41668,San Agustín,3,26,29,3,8,11,40,53.87931034482759,221.42735479475385,167.53321779318313,58.75440658049354,69.00120752113162,65.86826347305389,117.61246692149366
41676,Santa María,-,5,5,-,1,1,6,0,139.89927252378288,91.29085265656381,0,31.240237425804434,19.7199763360284,56.88282138794084
41770,Suaza,-,5,5,-,3,3,8,0,66.24271330153682,42.28687415426252,0,42.35493434985175,27.036770007209803,34.904013961605585
41791,Tarqui,1,17,18,-,2,2,20,31.017369727047146,288.7228260869565,197.5417032484636,0,35.1741118536757,22.82583884957772,111.89437171310283
41799,Tello,-,7,7,-,1,1,8,0,168.4717208182912,111.42948105698821,0,26.441036488630353,17.809439002671418,67.24384298562663
41801,Teruel,-,5,5,-,-,-,5,0,177.4937877174299,118.1753722524226,0,0,0,61.27450980392157
41797,Tesalia,-,9,9,-,2,2,11,0,241.48108398175475,160.45640934212872,0,54.141851651326476,36.99593044765076,99.86382206082615
41807,Timaná,2,18,20,-,5,5,25,53.63368195226602,234.55824863174357,175.39244058581076,0,66.95232994108194,46.091445427728615,112.3545009213069
41872,Villavieja,1,7,8,-,5,5,13,91.49130832570906,262.0741295394983,212.53985122210412,0,195.46520719311962,141.44271570014143,178.1065899438279
41885,Yaguará,1,14,15,2,4,6,21,88.49557522123894,488.3153121730032,375.28146109582184,184.84288354898337,142.3994304022784,154.20200462606013,266.2271805273834
44,La Guajira,45,309,354,25,125,150,504,22.92538043395198,107.7465967417987,73.28084989225232,13.101352059532545,39.82312162299929,29.720155020328583,51.023455604025585
44035,Albania,1,1,2,-,2,2,4,15.241579027587258,10.06137438374082,12.121212121212121,0,20.199979800020202,12.11680600993578,12.119008665091195
44078,Barrancas,1,10,11,1,5,6,17,13.410218586562962,83.31250520703158,56.52620760534429,14.200511218403863,39.31126660901014,30.36283588887202,43.344126870809006
44090,Dibulla,-,8,8,3,4,7,15,0,62.09251785159888,36.30093474906979,35.718537921181095,31.773770752244022,33.35239184295788,34.86264119369684
44098,Distracción,-,6,6,-,1,1,7,0,124.14649286157666,81.45533532446375,0,21.408691928923144,13.877324451845686,48.03733186933846
44110,El Molino,-,1,1,-,-,-,1,0,36.19254433586681,24.919013207077,0,0,0,12.408487405385284
44279,Fonseca,3,15,18,4,6,10,28,34.80278422273781,109.28165525280491,80.55132909693009,48.83408619216213,39.94407829039345,43.08116491469929,61.46011677422187
44378,Hatonuevo,1,7,8,-,1,1,9,22.431583669807086,103.88839418224993,71.45409074669524,0,14.10636196924813,8.816009873931058,39.93078663649674
44430,Maicao,15,29,44,5,22,27,71,39.123630672926446,54.22080957277741,47.91723386877212,13.572572545400254,36.29105425512611,27.703673301867433,37.5095755078321
44560,Manaure,-,2,2,-,-,-,2,0,8.245722531436817,4.272043745727957,0,0,0,2.0925536478441464
44001,Riohacha,21,192,213,11,70,81,294,52.66986029946578,318.5453097521319,212.6915971840831,27.933670230325806,104.61658023344442,76.20660457239627,142.41771017511564
44650,San Juan del Cesar,2,18,20,1,6,7,27,23.98369109005876,108.70878125377462,80.33096356990802,12.312238364934746,33.909799932180405,27.114967462039047,53.240786386133735
44847,Uribia,-,3,3,-,1,1,4,0,5.477451159393829,3.185152940427023,0,1.6175733165105708,0.997376898756271,2.0570840833119055
44855,Urumita,1,2,3,-,2,2,5,53.19148936170213,52.74261603375527,52.891396332863195,0,50.35246727089628,34.217279726261765,43.41408352869671
44874,Villanueva,-,15,15,-,5,5,20,0,159.23566878980893,103.13531353135312,0,49.164208456243855,32.55632243781743,66.88515818339911
47,Magdalena,60,731,791,48,423,471,1262,23.923254200524717,154.3069801216302,109.17377124299377,20.18095590461135,86.91078392294322,65.00550683592941,87.08931899879028
47030,Algarrobo,-,5,5,-,2,2,7,0,93.47541596560104,56.74724775848371,0,40.62563477554337,24.286581663630844,41.06535257538425
47053,Aracataca,-,16,16,1,16,17,33,0,121.99771254288983,75.0293083235639,13.197835554968986,120.97383940722818,81.7189828390136,78.33270034181542
47058,Ariguaní,-,3,3,-,1,1,4,0,28.374160597748983,18.123602972270888,0,9.919650828290845,6.358087487283825,12.39118986400669
47161,Cerro de San Antonio,-,1,1,-,-,-,1,0,28.935185185185183,19.193857965451055,0,0,0,9.907856930545922
47170,Chivolo,-,3,3,-,-,-,3,0,36.96857670979667,23.631350925561243,0,0,0,12.631047113805733
47189,Ciénaga,5,75,80,4,63,67,147,22.989562738516714,183.20834452939883,127.6202022780206,19.2474256568184,147.27540500736376,105.41386743026163,116.44025505960633
47245,El Banco,2,38,40,2,22,24,64,15.124016938898972,168.99404073645823,112.01344161299357,15.947691571645004,97.63891354518019,68.42870584210077,90.41719056835682
47258,El Piñón,-,2,2,-,-,-,2,0,23.201856148491878,15.77660329731009,0,0,0,8.177617859917406
47268,El Retén,-,7,7,-,4,4,11,0,105.82010582010582,64.09669444190092,0,61.06870229007634,38.248231019315355,51.45235979231957
47288,Fundación,2,47,49,7,28,35,84,14.95998204802154,214.35738392775698,138.82986258676868,54.84174240050141,119.08306043465318,96.4798632742509,117.36433242049965
47318,Guamal,-,5,5,-,5,5,10,0,53.71146202599635,34.22547744541036,0,55.420084238528034,36.39804906457014,35.27834615113243
47460,Nueva Granada,-,2,2,2,-,2,4,0,28.89338341519792,17.798344753937883,50.02501250625312,0,19.496977968414896,18.608978832286578
47541,Pedraza,1,-,1,2,-,2,3,58.37711617046118,0,20.39983680130559,128.783000643915,0,44.150110375275936,31.806615776081426
47551,Pivijay,-,1,1,-,1,1,2,0,7.424456158586383,4.967709885742672,0,7.630093087135663,5.144032921810699,5.0543340914834465
47555,Plato,4,54,58,3,17,20,78,34.12095879894225,252.0890714719201,174.9939657253198,26.320407088962973,83.10520140789988,62.786463238525776,120.00369242130527
47570,Puebloviejo,-,10,10,-,8,8,18,0,94.2951438000943,60.24096385542169,0,79.8562587342783,49.72650422675286,55.06607929515419
47692,San Sebastián de Buenavista,-,1,1,-,-,-,1,0,14.885382554331647,9.332711152589827,0,0,0,4.758958739827726
47703,San Zenón,-,1,1,-,-,-,1,0,25.54931016862545,15.547263681592039,0,0,0,7.916402786573781
47707,Santa Ana,-,2,2,-,1,1,3,0,23.14546927438954,14.591084847158386,0,12.310722639418936,7.832080200501252,11.331444759206798
47720,Santa Bárbara de Pinto,-,1,1,-,-,-,1,0,26.385224274406333,16.989466530750935,0,0,0,8.718395815170009
47001,Santa Marta,40,414,454,24,210,234,688,47.425956225842405,228.8063933148741,171.13928249667333,29.84406476162053,104.3322734499205,83.06768241166071,125.78179418222636
47745,Sitionuevo,3,18,21,1,16,17,38,55.772448410485225,182.4817518248175,137.76815587482778,19.308746862328636,174.10228509249185,118.31025123529822,128.32635418073755
47798,Tenerife,2,6,8,1,4,5,13,78.40062720501764,128.25994014536127,110.66537557061834,43.084877208099954,96.15384615384616,77.14858818083628,94.82129832239242
47960,Zapayán,-,1,1,-,1,1,2,0,27.419797093501508,17.55926251097454,0,30.26634382566586,19.67342120794806,18.5563184264242
47980,Zona Bananera,1,18,19,1,24,25,44,6.8493150684931505,77.14395919941713,50.088313605567706,7.0467197519554645,104.5432765605262,67.29837407128244,58.603375021643295
50,Meta,87,1271,1358,48,550,598,1956,52.582273125623274,339.66973732385145,251.64831499401458,30.609121518212426,146.2944934752656,112.24355725735309,182.39258792329815
50006,Acacías,5,195,200,3,82,85,285,37.54317465084848,561.3449248661408,416.181122024305,23.538642604943114,257.8129912595108,190.7925748019124,307.7521137710972
50110,Barranca de Upía,-,8,8,-,5,5,13,0,382.043935052531,242.71844660194174,0,239.8081534772182,149.8800959232614,196.01930036188176
50124,Cabuyaro,-,7,7,-,6,6,13,0,301.0752688172043,204.02215097639174,0,325.9098316132537,213.37126600284498,208.23322120775268
50150,Castilla la Nueva,1,5,6,1,6,7,13,37.85011355034065,89.58967926894822,72.96607077708865,38.211692777990066,115.36243030186503,89.53696597595292,81.04232903185587
50226,Cumaral,-,17,17,-,11,11,28,0,214.42986881937435,146.7668134334801,0,133.2041656575442,93.18874957641478,119.7246333433104
50245,El Calvario,-,1,1,-,-,-,1,0,172.1170395869191,110.49723756906079,0,0,0,60.024009603841534
50251,El Castillo,-,3,3,-,1,1,4,0,115.47344110854503,77.55946225439503,0,41.68403501458941,27.770063871146906,53.55469272995046
50270,El Dorado,-,3,3,1,2,3,6,0,221.0759027266028,148.7357461576599,158.73015873015873,147.38393515106853,150.9813789632612,149.85014985014985
50287,Fuente de Oro,-,12,12,-,6,6,18,0,278.0996523754345,189.69332911792603,0,142.34875444839858,97.32360097323601,144.10375470338644
50313,Granada,3,22,25,1,8,9,34,26.669037247755355,96.13703897919943,73.2429027627223,8.926977325477592,30.96095050118039,24.297400178180933,47.77025318234187
50318,Guamal,-,6,6,-,6,6,12,0,118.95321173671688,82.79287981233614,0,114.98658489842852,81.77729317159601,82.28195282501372
50350,La Macarena,-,2,2,-,1,1,3,0,21.470746108427267,13.237143424449002,0,13.161358252171624,7.586677793794098,10.604453870625662
50400,Lejanías,-,2,2,-,1,1,3,0,51.77323323841574,34.71619510501649,0,26.74511901577962,18.20498816675769,26.657188555180383
50325,Mapiripán,1,9,10,-,2,2,12,61.881188118811885,395.0834064969272,256.8053415511043,0,116.68611435239205,60.222824450466724,166.32016632016632
50330,Mesetas,-,7,7,-,2,2,9,0,188.73011593421407,127.24959098345755,0,60.49606775559589,39.880358923230304,85.58387219475085
50450,Puerto Concordia,-,1,1,-,1,1,2,0,34.614053305642095,21.673168617251843,0,40.56795131845842,24.838549428713364,23.14814814814815
50568,Puerto Gaitán,-,13,13,3,3,6,19,0,91.17048881408233,55.470216760539344,33.654924837334526,25.808671713695805,29.214139643587494,43.20734979760768
50577,Puerto Lleras,-,10,10,2,15,17,27,0,269.6871628910464,178.89087656529517,117.096018735363,477.40292807129214,350.5154639175258,258.6206896551724
50573,Puerto López,2,62,64,1,33,34,98,37.292560134253215,612.3456790123456,413.22314049586777,20.21018593371059,325.86155821072384,225.5389718076285,320.64915093413606
50590,Puerto Rico,-,2,2,-,1,1,3,0,41.45077720207254,28.575510787255322,0,26.164311878597594,16.719612104999165,23.112480739599384
50606,Restrepo,2,21,23,1,6,7,30,71.9165767709457,315.5996393146979,243.77318494965553,38.15337657382678,88.80994671403198,74.65074117521596,159.4726770146715
50680,San Carlos de Guaroa,-,4,4,-,4,4,8,0,90.49773755656109,59.05802450908018,0,101.49708195889369,64.40186765416198,61.61429451632779
50683,San Juan de Arama,1,5,6,-,1,1,7,72.99270072992701,150.06002400960384,127.60527435133986,0,34.293552812071326,23.607176581680832,78.31729693443722
50686,San Juanito,-,4,4,-,1,1,5,0,943.3962264150942,609.7560975609756,0,259.7402597402597,167.50418760469012,399.04229848363923
50223,San Luis de Cubarral,-,3,3,-,-,-,3,0,119.0003966679889,83.2870627429206,0,0,0,42.09935447656469
50689,San Martín,-,4,4,1,2,3,7,0,44.538470103551944,30.26176426085641,24.09058058299205,21.39266231682533,22.222222222222225,26.19956583576615
50370,Uribe,-,5,5,1,7,8,13,0,141.9244961680386,93.37068160597573,60.938452163315056,273.01092043681746,190.24970273483947,135.98326359832635
50001,Villavicencio,72,831,903,33,334,367,1270,92.75481809749562,428.63995790972257,332.6052605407874,45.589555847205915,162.10129875172294,131.81098233301847,230.94184266132288
50711,Vistahermosa,-,7,7,-,3,3,10,0,115.75988093269389,78.37868099876833,0,57.54843660080568,37.50937734433609,59.07023450883099
52,Nariño,62,1012,1074,41,428,469,1543,26.815797099568787,179.69834826676328,135.20096982148186,18.530403420441296,69.96264844586476,56.30164235131984,94.81462910458858
52019,Albán,-,1,1,-,1,1,2,0,28.003360403248394,21.3857998289136,0,27.716186252771617,21.542438604049977,21.4638334406525
52022,Aldana,-,11,11,-,1,1,12,0,431.37254901960785,311.9682359614294,0,33.355570380253496,26.089225150013043,163.06563391765187
52036,Ancuyá,-,2,2,-,-,-,2,0,57.4052812858783,45.62043795620438,0,0,0,23.253110103476338
52051,Arboleda,-,1,1,-,-,-,1,0,31.416902293433868,23.691068467187872,0,0,0,11.879306248515087
52079,Barbacoas,-,3,3,-,1,1,4,0,18.20830298616169,10.462804729187738,0,6.158014656074881,3.5905353488205094,7.076640011322623
52110,Buesaco,-,5,5,1,1,2,7,0,56.792367105860976,42.091085108174084,35.1123595505618,10.890873448050534,16.62510390689942,29.277677861893007
52240,Chachagüí,1,16,17,-,3,3,20,49.95004995004995,286.3790943261142,224.00843325866387,0,51.21201775349949,38.91050583657588,130.72749852931565
52203,Colón,-,1,1,-,-,-,1,0,30.91190108191654,23.736055067647758,0,0,0,12.027904738994467
52207,Consacá,-,4,4,2,2,4,8,0,77.79074290159471,59.276822762299936,144.8225923244026,35.67606136282554,57.24917704308,58.245358572988714
52210,Contadero,-,2,2,-,-,-,2,0,77.10100231303007,56.100981767180926,0,0,0,27.647221454243848
52215,Córdoba,-,3,3,-,2,2,5,0,56.73222390317701,40.317161671818305,0,33.78378378378378,24.897298643097226,32.312265736073414
52224,Cuaspúd,-,1,1,-,1,1,2,0,30.98853424233034,22.22716159146477,0,28.530670470756064,21.281123643328367,21.743857360295713
52227,Cumbal,1,7,8,-,5,5,13,19.249278152069298,54.57664119756744,44.392653015925866,0,35.950532067874605,26.300562832044605,35.104774249297904
52250,El Charco,-,1,1,-,1,1,2,0,15.50147263990079,8.798169980644026,0,15.530361857431279,8.942144326209425,8.869572930063416
52254,El Peñol,-,1,1,-,-,-,1,0,33.61344537815126,26.716537536735242,0,0,0,13.437248051599031
52258,El Tablón de Gómez,-,8,8,-,-,-,8,0,147.2211998527788,111.23470522803115,0,0,0,56.10885117127227
52260,El Tambo,-,5,5,-,4,4,9,0,95.7670944263551,73.24934075593319,0,72.72727272727272,57.306590257879655,65.1890482398957
52287,Funes,-,1,1,-,-,-,1,0,37.27171077152441,28.18489289740699,0,0,0,14.019346698443853
52317,Guachucal,-,4,4,-,2,2,6,0,56.2350625615071,43.084877208099954,0,25.24296352391771,19.90049751243781,31.033412640943414
52320,Guaitarilla,-,1,1,-,-,-,1,0,22.993791676247415,17.765144785930005,0,0,0,8.832361773538244
52323,Gualmatán,-,2,2,-,-,-,2,0,77.91195948578107,60.07810153199159,0,0,0,28.41716396703609
