CASOS Y TASAS X 100.00 HABITANTES",PRESUNTO DELITO SEXUAL (CASOS),PRESUNTO DELITO SEXUAL (CASOS).1,PRESUNTO DELITO SEXUAL (CASOS).2,PRESUNTO DELITO SEXUAL (CASOS).3,PRESUNTO DELITO SEXUAL (CASOS).4,PRESUNTO DELITO SEXUAL (CASOS).5,PRESUNTO DELITO SEXUAL (CASOS).6,PRESUNTO DELITO SEXUAL (CASOS).7,PRESUNTO DELITO SEXUAL (CASOS).8,PRESUNTO DELITO SEXUAL (TASAS),PRESUNTO DELITO SEXUAL (TASAS).1,PRESUNTO DELITO SEXUAL (TASAS).2,PRESUNTO DELITO SEXUAL (TASAS).3,PRESUNTO DELITO SEXUAL (TASAS).4,PRESUNTO DELITO SEXUAL (TASAS).5,PRESUNTO DELITO SEXUAL (TASAS).6,PRESUNTO DELITO SEXUAL (TASAS).7,PRESUNTO DELITO SEXUAL (TASAS).8
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
25148,Caparrapí,12,-,-,12,36,5,-,41,53,694.4444444444445,0,-,168.5630004214075,2211.302211302211,105.06408909434755,-,641.928918114921,392.4181845105879
25151,Cáqueza,4,-,-,4,10,1,-,11,15,144.4043321299639,0,-,42.1674045962471,403.22580645161287,14.91869312248247,-,119.786562125667,80.34709946970915
25154,Carmen de Carupa,1,-,-,1,1,2,-,3,4,77.9423226812159,0,-,23.255813953488374,86.73026886383347,71.3775874375446,-,75.85335018963337,48.45548152634767
25168,Chaguaní,-,-,-,-,8,-,-,8,8,0,0,-,0,1559.4541910331384,0,-,393.1203931203931,176.3279700242451
25175,Chía,10,-,-,10,43,18,-,61,71,52.202965128419294,0,-,13.298402861816296,236.4066193853428,28.959858418469956,-,75.923528826048,45.647128409872636
25178,Chipaque,-,-,-,-,6,-,-,6,6,0,0,-,0,408.7193460490463,0,-,116.21150493898895,57.37783303050588
25181,Choachí,3,-,-,3,4,2,-,6,9,188.08777429467085,0,-,50.40322580645161,266.4890073284477,44.12089124200309,-,99.43652635067949,75.08760220256966
25183,Chocontá,1,-,-,1,9,3,-,12,13,26.74511901577962,0,-,8.618460742911317,250.34770514603616,37.664783427495294,-,103.80622837370242,56.12399084747226
25200,Cogua,-,-,-,-,4,1,-,5,5,0,0,-,0,110.5583195135434,10.81081081081081,-,38.85607709045695,19.68193985199181
25214,Cota,3,-,-,3,6,3,-,9,12,54.08328826392645,0,-,15.858751387640746,121.5066828675577,20.528260572054194,-,46.03109656301146,31.193948374015438
25224,Cucunubá,-,-,-,-,5,2,-,7,7,0,0,-,0,359.45363048166786,69.85679357317498,-,164.55101081335215,81.537565521258
25245,El Colegio,4,-,-,4,12,5,-,17,21,119.58146487294471,0,-,29.89983555090447,372.55510710959334,47.09428275407365,-,122.85012285012284,77.1604938271605
25260,El Rosal,-,-,-,-,6,2,-,8,8,0,0,-,0,155.03875968992247,22.449208665394547,-,62.60270756710228,31.05951780098614
25269,Facatativá,8,3,-,11,50,7,-,57,68,35.80219288431417,5.270925574530888,-,13.878199871311239,229.4630564479119,11.446512084246327,-,68.72106481481481,41.92225886994852
25279,Fómeque,-,-,-,-,6,1,-,7,7,0,0,-,0,338.9830508474576,21.226915729144554,-,108.00802345317081,52.588085042446096
25281,Fosca,1,-,-,1,2,1,-,3,4,100.4016064257028,0,-,31.201248049921997,202.02020202020202,48.00768122899664,-,97.62447120078099,63.71455877668047
25286,Funza,1,2,-,3,18,2,-,20,23,6.928086462519052,5.146945287971589,-,5.629362756136006,126.55557899177388,4.788584015706555,-,35.72130239868545,21.04665952910387
25288,Fúquene,-,-,-,-,2,2,-,4,4,0,0,-,0,267.022696929239,99.60159362549801,-,145.08523757707653,73.82798080472499
25290,Fusagasugá,12,-,-,12,68,25,-,93,105,61.633281972265024,0,-,15.579559617781472,369.5652173913044,38.537427549636206,-,111.68219809779998,65.50381793681689
25293,Gachalá,-,-,-,-,-,1,-,1,1,0,0,-,0,0,62.57822277847309,-,46.04051565377532,21.83406113537118
25295,Gachancipá,1,-,-,1,7,-,-,7,8,31.91828917969997,0,-,9.926543577526305,231.40495867768595,0,-,69.47201270345376,39.702233250620345
25299,Gama,1,-,-,1,-,-,-,-,1,207.0393374741201,0,-,58.68544600938967,0,0,-,0,29.922202274087372
25307,Girardot,4,2,-,6,55,9,-,64,70,28.851702250432773,4.788354721317755,-,10.785159620362382,418.9837739011199,19.826845548873177,-,109.36431989063567,61.321746443338704
25312,Granada,-,-,-,-,1,-,-,1,1,0,0,-,0,79.74481658692186,0,-,24.189646831156264,12.12709192335678
25317,Guachetá,-,-,-,-,2,-,-,2,2,0,0,-,0,81.43322475570032,0,-,27.521673317737722,13.507125008441955
25320,Guaduas,12,2,-,14,42,5,-,47,61,297.4714923153198,13.382402141184343,-,73.7657410822488,1114.9455800371647,42.42681374628765,-,302.2119341563786,176.65286264515942
25322,Guasca,-,-,-,-,4,1,-,5,5,0,0,-,0,159.17230401910066,15.890672175433021,-,56.779468544174435,28.397796331004717
25324,Guataquí,-,-,-,-,1,-,-,1,1,0,0,-,0,310.5590062111801,0,-,72.09805335255948,34.698126301179734
25326,Guatavita,-,-,-,-,3,1,-,4,4,0,0,-,0,310.880829015544,39.032006245120996,-,113.41083073433512,56.48121999435188
25328,Guayabal de Síquima,-,-,-,-,4,-,-,4,4,0,0,-,0,631.911532385466,0,-,163.9344262295082,81.11944838775096
25335,Guayabetal,1,-,-,1,3,-,-,3,4,85.17887563884157,0,-,27.5178866263071,257.0694087403599,0,-,88.80994671403198,57.045065601825435
25339,Gutiérrez,-,-,-,-,5,-,-,5,5,0,0,-,0,877.1929824561403,0,-,289.01734104046244,134.80722566729577
25368,Jerusalén,-,-,-,-,1,1,-,2,2,0,0,-,0,361.01083032490976,120.33694344163659,-,180.50541516245488,83.09098462816785
25377,La Calera,-,-,-,-,9,3,-,12,12,0,0,-,0,216.03456553048488,22.741055184960583,-,69.13238852402351,35.06311360448808
25386,La Mesa,-,1,-,1,31,6,-,37,38,0,7.0106561974200785,-,5.290445455507354,715.4396492037849,41.873124432968105,-,198.26385167720503,101.16068576296455
25394,La Palma,-,-,-,-,2,-,-,2,2,0,0,-,0,178.4121320249777,0,-,40.72490327835472,19.6078431372549
25398,La Peña,-,-,-,-,5,-,-,5,5,0,0,-,0,748.502994011976,0,-,175.62346329469617,78.90168849613381
25402,La Vega,3,-,-,3,15,6,-,21,24,115.25163273146369,0,-,31.240237425804434,588.2352941176471,82.99903167796376,-,214.74588403722262,123.82623052316583
25407,Lenguazaque,1,1,-,2,2,3,-,5,7,50.91649694501018,26.07561929595828,-,34.48870494912916,110.43622308117064,83.03349017437033,-,92.18289085545723,62.371914817784905
25426,Machetá,-,-,-,-,6,3,-,9,9,0,0,-,0,801.068090787717,124.17218543046359,-,284.3601895734597,137.88876972575457
25430,Madrid,8,-,-,8,29,8,-,37,45,42.23641835172378,0,-,12.299933887855351,156.78218089419906,16.435204207412276,-,55.081654831554346,34.03572995295506
25436,Manta,-,-,-,-,1,-,-,1,1,0,0,-,0,265.2519893899204,0,-,50.27652086475615,24.70355731225296
25438,Medina,1,-,-,1,11,2,-,13,14,68.4931506849315,0,-,22.391401701746528,874.403815580286,71.09847138286527,-,319.3318594939818,163.99203467260162
25473,Mosquera,2,-,-,2,26,2,-,28,30,9.100837277029486,0,-,2.6100120060552277,123.23442980377287,3.3924754893645894,-,34.97726477789437,19.147306612203217
25483,Nariño,-,-,-,-,1,-,-,1,1,0,0,-,0,355.8718861209964,0,-,81.76614881439085,39.032006245120996
25486,Nemocón,2,-,-,2,9,4,-,13,15,77.51937984496124,0,-,26.734393797620637,364.81556546412645,77.50435962022863,-,170.42475091767173,99.27857568336754
25488,Nilo,-,-,-,-,3,-,-,3,3,0,0,-,0,241.15755627009648,0,-,71.5307582260372,23.98464982411257
25489,Nimaima,-,1,-,1,3,-,-,3,4,0,62.03473945409429,-,48.146364949446316,724.6376811594203,0,-,163.48773841961852,102.24948875255625
25491,Nocaima,-,-,-,-,3,1,-,4,4,0,0,-,0,360.5769230769231,40.58441558441559,-,121.35922330097087,58.62523816503005
25513,Pacho,2,-,-,2,5,1,-,6,8,54.65974309920743,0,-,15.20796897574329,141.1631846414455,9.86679822397632,-,43.86926957666155,29.81959147159684
25524,Pandi,-,-,-,-,9,-,-,9,9,0,0,-,0,1319.6480938416423,0,-,347.22222222222223,162.27912008654886
25530,Paratebueno,-,-,-,-,7,1,-,8,8,0,0,-,0,427.8728606356968,33.244680851063826,-,172.2652885443583,83.47245409015025
25535,Pasca,3,-,-,3,4,1,-,5,8,197.10906701708277,0,-,57.47126436781609,288.6002886002886,29.394473838918284,-,104.42773600668338,79.93605115907275
25572,Puerto Salgar,2,-,-,2,1,2,-,3,5,84.56659619450316,0,-,22.920009168003666,43.084877208099954,31.81673560292714,-,34.85535029627048,28.84670859054982
25580,Pulí,-,-,-,-,1,-,-,1,1,0,0,-,0,202.83975659229208,0,-,60.24096385542169,27.972027972027973
25592,Quebradanegra,-,-,-,-,2,-,-,2,2,0,0,-,0,341.29692832764505,0,-,81.69934640522877,39.039625219597895
25594,Quetame,-,-,-,-,2,1,-,3,3,0,0,-,0,229.88505747126436,55.12679162072767,-,111.77347242921013,54.28881650380022
25596,Quipile,-,-,-,-,4,1,-,5,5,0,0,-,0,479.6163069544364,43.25259515570934,-,158.9319771137953,73.57268981753973
25612,Ricaurte,-,-,-,-,4,3,-,7,7,0,0,-,0,205.8672156459084,55.25879535826119,-,94.95387954422138,46.850947058429824
25645,San Antonio del Tequendama,1,-,-,1,4,2,-,6,7,59.1016548463357,0,-,14.949917775452235,249.68789013732834,39.61965134706815,-,90.22556390977444,52.477696978784024
25649,San Bernardo,-,-,-,-,3,-,-,3,3,0,0,-,0,229.88505747126436,0,-,66.35700066357,32.11647575206081
25653,San Cayetano,-,-,-,-,1,-,-,1,1,0,0,-,0,146.19883040935673,0,-,40.73319755600815,19.319938176197837
25658,San Francisco,-,-,-,-,8,2,-,10,10,0,0,-,0,513.8086062941554,42.59850905218317,-,159.94881637875878,81.20838070488875
25662,San Juan de Rioseco,1,-,-,1,1,-,-,1,2,81.83306055646482,0,-,22.060445621001545,91.49130832570906,0,-,23.025558369790467,22.53267237494367
25718,Sasaima,6,-,-,6,8,-,-,8,14,349.2433061699651,0,-,96.41651936365098,543.4782608695652,0,-,138.9854065323141,116.87119125135654
25736,Sesquilé,4,-,-,4,5,3,-,8,12,197.92182088075214,0,-,60.63362134303471,267.379679144385,64.1025641025641,-,122.13740458015268,91.27557617707463
25740,Sibaté,7,-,-,7,24,3,-,27,34,132.42527430949679,0,-,37.14513133457151,469.208211143695,21.1954217888936,-,140.12143858010276,89.20606601248885
25743,Silvania,2,-,-,2,7,2,-,9,11,56.14823133071309,0,-,16.24167614097775,219.0237797246558,22.44165170556553,-,74.33102081268582,45.041356154287115
25745,Simijaca,1,-,-,1,4,1,-,5,6,42.78990158322636,0,-,14.108352144469524,181.98362147406735,18.747656542932134,-,66.38343069569835,41.03967168262654
25754,Soacha,41,4,-,45,219,48,-,267,312,36.23380525655302,1.497930982829966,-,11.83621830194982,200.24687971471675,16.322200232591353,-,66.18035261486753,39.814606856279475
25758,Sopó,1,-,-,1,3,2,-,5,6,25.214321734745337,0,-,6.756756756756757,81.49959250203749,17.129153819801303,-,32.55844240411539,19.89587823722519
25769,Subachoque,-,-,-,-,7,2,-,9,9,0,0,-,0,307.0175438596491,30.940594059405942,-,102.92772186642269,51.700367647058826
25772,Suesca,1,-,-,1,6,-,-,6,7,32.40440699935191,0,-,10.327377878756584,205.1983584131327,0,-,61.2119975515201,35.9250705671029
25779,Susa,-,-,-,-,1,-,-,1,1,0,0,-,0,93.98496240601503,0,-,27.77777777777778,13.609145345672292
25781,Sutatausa,-,-,-,-,1,1,-,2,2,0,0,-,0,91.65902841429882,44.903457566232596,-,60.27727546714888,29.864118261908313
25785,Tabio,-,-,-,-,1,-,-,1,1,0,0,-,0,29.41176470588235,0,-,7.750736319950395,3.9726680438582553
25793,Tausa,-,-,-,-,3,-,-,3,3,0,0,-,0,202.7027027027027,0,-,69.57328385899814,33.34074238719716
25797,Tena,-,-,-,-,6,2,-,8,8,0,0,-,0,430.416068866571,51.111679018655764,-,150.74429998115696,73.0660334277103
25799,Tenjo,-,-,-,-,2,1,-,3,3,0,0,-,0,59.80861244019138,10.640561821664184,-,23.54418458640716,11.974613818704347
25805,Tibacuy,-,-,-,-,2,-,-,2,2,0,0,-,0,310.5590062111801,0,-,86.61758336942398,41.467965996267885
25807,Tibirita,-,-,-,-,1,-,-,1,1,0,0,-,0,271.7391304347826,0,-,57.47126436781609,29.282576866764273
25815,Tocaima,3,-,-,3,5,1,-,6,9,140.12143858010276,0,-,34.61005999077065,257.864878803507,15.006002400960384,-,69.74311286760432,52.11047420531526
25817,Tocancipá,-,-,-,-,10,4,-,14,14,0,0,-,0,138.83104262113008,24.02691013935608,-,58.69774852207455,29.449504617261617
25823,Topaipí,-,-,-,-,-,1,-,1,1,0,0,-,0,0,64.9772579597141,-,48.12319538017324,22.451728783116298
25841,Ubaque,2,-,-,2,8,1,-,9,11,184.50184501845018,0,-,51.90760446405398,892.8571428571428,38.47633705271259,-,257.51072961373393,149.7005988023952
25845,Une,1,-,-,1,1,-,-,1,2,94.42870632672333,0,-,24.81389578163772,98.81422924901185,0,-,27.5178866263071,26.096033402922753
25851,Útica,-,-,-,-,1,1,-,2,2,0,0,-,0,187.26591760299627,60.60606060606061,-,91.57509157509158,43.38394793926247
25506,Venecia,-,-,-,-,1,1,-,2,2,0,0,-,0,164.4736842105263,62.07324643078833,-,90.13068949977468,43.23389537397319
25862,Vergara,-,-,-,-,4,-,-,4,4,0,0,-,0,461.361014994233,0,-,113.18619128466328,53.676865271068166
25867,Vianí,-,-,-,-,2,-,-,2,2,0,0,-,0,313.4796238244514,0,-,86.09556607834696,41.22011541632317
25843,Villa de San Diego de Ubaté,2,-,-,2,18,7,-,25,27,26.975991367682763,0,-,8.405833648552095,249.58402662229616,39.39445101018628,-,100.07605780393098,55.35736252921639
25871,Villagómez,-,-,-,-,1,-,-,1,1,0,0,-,0,416.6666666666667,0,-,109.40919037199124,52.6592943654555
25873,Villapinzón,-,-,-,-,2,4,-,6,6,0,0,-,0,64.47453255963894,62.324711748208166,-,63.02521008403362,31.307070180015653
25875,Villeta,1,1,-,2,24,6,-,30,32,25.31004808909137,8.939746111210441,-,13.212657726101606,643.9495572846794,52.53480430785395,-,198.04594665962503,105.66286940729734
25878,Viotá,1,-,-,1,10,1,-,11,12,51.84033177812338,0,-,13.444474321054047,527.1481286241434,19.630938358853555,-,157.34515806036333,83.1658465590131
25885,Yacopí,-,-,-,-,2,1,-,3,3,0,0,-,0,121.43290831815423,21.62629757785467,-,47.83926008611067,22.965628109928808
25899,Zipaquirá,5,-,-,5,40,8,-,48,53,23.93260578211756,0,-,6.768097893767935,198.77751826268448,13.746649254244277,-,61.28781010993501,34.82374585236046
94,Guainía,-,-,-,-,40,8,-,48,48,0,0,-,0,347.37299174989147,60.327275469421615,-,193.73587342589602,93.29446064139943
94001,Inírida,-,-,-,-,40,8,-,48,48,0,0,-,0,585.2231163130944,80.8080808080808,-,286.8240215118016,139.53082759222116
95,Guaviare,9,-,-,9,64,13,-,77,86,53.52045670789724,0,-,19.31123270035404,398.40637450199205,50.34661709461292,-,183.83669571445625,97.18612272573172
95015,Calamar,-,-,-,-,3,-,-,3,3,0,0,-,0,167.97312430011198,0,-,65.8616904500549,29.177202878817347
95025,El Retorno,3,-,-,3,7,3,-,10,13,102.31923601637108,0,-,39.89361702127659,255.84795321637426,79.91475759190196,-,154.08320493066256,92.79086366880799
95200,Miraflores,1,-,-,1,8,-,-,8,9,69.01311249137336,0,-,22.888532845044633,583.0903790087464,0,-,283.1858407079646,125.10425354462052
95001,San José del Guaviare,5,-,-,5,46,10,-,56,61,47.5827940616673,0,-,17.247921625444135,452.3107177974435,56.03810591202018,-,199.8929145100839,107.01003438355202
41,Huila,78,12,-,90,472,102,-,574,664,41.70097195342322,3.1827115110718576,-,15.955098806381331,266.0084085708811,26.126179199975414,-,101.08285448119314,58.66066396097299
41006,Acevedo,-,-,-,-,8,1,-,9,9,0,0,-,0,163.5322976287817,13.336889837289943,-,72.63922518159806,35.28028224225794
41013,Agrado,-,-,-,-,1,-,-,1,1,0,0,-,0,64.14368184733803,0,-,22.079929344226098,11.098779134295228
41016,Aipe,2,-,-,2,4,3,-,7,9,71.27583749109053,0,-,24.186721489902045,141.54281670205236,53.66726296958855,-,83.17490494296578,53.940665268204974
41020,Algeciras,4,-,-,4,19,3,-,22,26,101.31712259371835,0,-,34.12386964681795,507.2076882007475,41.14097641250686,-,199.3114694691067,114.23550087873461
41078,Baraya,2,-,-,2,1,-,-,1,3,153.37423312883436,0,-,44.14036636504083,85.6898029134533,0,-,26.27430373095113,35.98416696653472
41132,Campoalegre,-,-,-,-,12,4,-,16,16,0,0,-,0,257.0694087403599,35.61570652657822,-,100.63526007925026,50.61048902385019
41206,Colombia,3,-,-,3,4,2,-,6,9,241.74053182917004,0,-,77.720207253886,365.6307129798903,92.25092250922509,-,183.93623543838135,126.36899747262005
41298,Garzón,1,2,-,3,13,7,-,20,23,7.78755548633284,8.202099737532809,-,8.059100067159168,107.58027143330023,27.505992376910687,-,53.28644126502012,30.76593809358196
41306,Gigante,-,-,-,-,6,-,-,6,6,0,0,-,0,148.7357461576599,0,-,47.751691205730204,24.068354125717036
41319,Guadalupe,-,-,-,-,1,-,-,1,1,0,0,-,0,31.04625892579944,0,-,11.001100110011,5.418292154312961
41349,Hobo,-,-,-,-,3,1,-,4,4,0,0,-,0,249.7918401332223,40.58441558441559,-,109.14051841746249,53.70569280343716
41357,Íquira,-,-,-,-,2,-,-,2,2,0,0,-,0,119.33174224343676,0,-,43.13133491481562,21.226915729144554
41359,Isnos,5,-,-,5,22,2,-,24,29,117.42602160638798,0,-,38.2789771857296,522.5653206650832,23.08669052291354,-,186.436728035423,111.81800655484867
41378,La Argentina,-,-,-,-,3,-,-,3,3,0,0,-,0,128.58979854264896,0,-,45.80852038479157,22.60397830018083
41396,La Plata,-,-,-,-,21,4,-,25,25,0,0,-,0,187.6172607879925,20.173492031470648,-,80.59056767995874,39.74310059773623
41483,Nátaga,-,-,-,-,1,1,-,2,2,0,0,-,0,80.25682182985554,50.377833753148614,-,61.90034045187249,30.17956843217142
41001,Neiva,37,7,-,44,223,40,-,263,307,67.35355153456875,5.772576960820696,-,24.972048332264453,425.5156753868758,28.81927433067235,-,137.55014304168867,83.56015242242788
41503,Oporapa,-,-,-,-,-,1,-,1,1,0,0,-,0,0,28.612303290414882,-,16.897600540723214,8.319467554076539
41518,Paicol,1,-,-,1,2,1,-,3,4,81.83306055646482,0,-,28.960324355632782,183.8235294117647,44.70272686633885,-,90.22556390977444,59.01445854234287
41524,Palermo,1,-,-,1,5,3,-,8,9,23.094688221709006,0,-,7.253209545223761,123.2741617357002,32.38341968911917,-,60.06006006006006,33.201756003984215
41530,Palestina,-,-,-,-,3,1,-,4,4,0,0,-,0,156.16866215512755,27.685492801771872,-,72.29351165732875,34.80985118788617
41548,Pital,-,-,-,-,4,-,-,4,4,0,0,-,0,155.4001554001554,0,-,57.50431282346176,28.48799943024001
41551,Pitalito,12,-,-,12,57,14,-,71,83,54.995417048579284,0,-,18.61128774601796,273.3681837801544,31.54431976927583,-,108.84061747888339,63.98889831161822
41615,Rivera,5,3,-,8,15,3,-,18,26,130.99292638197537,30.797659377887282,-,59.005753060923446,436.04651162790697,35.95397890699904,-,152.74949083503054,102.59648015152712
41660,Saladoblanco,-,-,-,-,2,-,-,2,2,0,0,-,0,101.93679918450562,0,-,38.61749372465727,18.772292096865026
41668,San Agustín,3,-,-,3,15,5,-,20,23,53.87931034482759,0,-,17.33102253032929,293.7720329024677,43.12575470070726,-,119.76047904191617,67.62716847985887
41676,Santa María,-,-,-,-,3,-,-,3,3,0,0,-,0,160.42780748663102,0,-,59.159929008085186,28.44141069397042
41770,Suaza,2,-,-,2,1,-,-,1,3,46.77268475210477,0,-,16.91474966170501,24.919013207077,0,-,9.012256669069934,13.089005235602096
41791,Tarqui,-,-,-,-,5,1,-,6,6,0,0,-,0,162.5487646293888,17.58705592683785,-,68.47751654873316,33.56831151393085
41799,Tello,-,-,-,-,8,1,-,9,9,0,0,-,0,436.442989634479,26.441036488630353,-,160.28495102404273,75.64932335882996
41801,Teruel,-,-,-,-,6,1,-,7,7,0,0,-,0,470.21943573667716,37.69317753486619,-,178.16238228556884,85.7843137254902
41797,Tesalia,-,-,-,-,-,1,-,1,1,0,0,-,0,0,27.070925825663238,-,18.49796522382538,9.078529278256921
41807,Timaná,-,-,-,-,-,1,-,1,1,0,0,-,0,0,13.39046598821639,-,9.218289085545722,4.494180036852276
41872,Villavieja,-,-,-,-,1,1,-,2,2,0,0,-,0,102.35414534288638,39.09304143862393,-,56.57708628005658,27.40101383751199
41885,Yaguará,-,-,-,-,1,-,-,1,1,0,0,-,0,92.42144177449168,0,-,25.70033410434336,12.677484787018255
44,La Guajira,35,2,-,37,281,58,-,339,376,17.830851448629318,0.6973889756750725,-,7.659297870094168,147.2591971491458,18.47792843307167,-,67.1675503459426,38.06511767284449
44035,Albania,-,-,-,-,5,3,-,8,8,0,0,-,0,75.7002271006813,30.2999697000303,-,48.46722403974312,24.23801733018239
44078,Barrancas,1,-,-,1,8,2,-,10,11,13.410218586562962,0,-,5.138746145940391,113.6040897472309,15.724506643604057,-,50.60472648145337,28.046199739935236
44090,Dibulla,-,-,-,-,10,3,-,13,13,0,0,-,0,119.06179307060364,23.830328064183018,-,61.94015627977892,30.214289034537256
44098,Distracción,-,-,-,-,3,1,-,4,4,0,0,-,0,118.34319526627219,21.408691928923144,-,55.509297807382744,27.44990392533626
44110,El Molino,1,-,-,1,1,-,-,1,2,80,0,-,24.919013207077,84.03361344537815,0,-,24.715768660405335,24.816974810770567
44279,Fonseca,3,-,-,3,24,7,-,31,34,34.80278422273781,0,-,13.425221516155016,293.0045171529728,46.601424672125695,-,133.5516112355678,74.63014179726942
44378,Hatonuevo,4,-,-,4,5,-,-,5,9,89.72633467922834,0,-,35.72704537334762,117.53643629525152,0,-,44.0800493696553,39.93078663649674
44420,La Jagua del Pilar,-,-,-,-,1,-,-,1,1,0,0,-,0,141.24293785310735,0,-,53.96654074473826,25.50369803621525
44430,Maicao,8,-,-,8,78,10,-,88,96,20.865936358894107,0,-,8.712224339776748,211.732131708244,16.495933752330053,-,90.29345372460496,50.717172517632136
44560,Manaure,2,-,-,2,7,-,-,7,9,8.864855281237533,0,-,4.272043745727957,31.741713145603775,0,-,14.355735116178913,9.41649141529866
44001,Riohacha,8,2,-,10,115,25,-,140,150,20.064708685510773,3.3181803099180414,-,9.985520994557891,292.03382513522433,37.3630643690873,-,131.71511901401826,72.66209702812024
44650,San Juan del Cesar,4,-,-,4,10,6,-,16,20,47.96738218011752,0,-,16.066192713981604,123.12238364934746,33.909799932180405,-,61.97706848466068,39.43761954528425
44847,Uribia,3,-,-,3,7,1,-,8,11,7.610929294466855,0,-,3.185152940427023,18.209250299151968,1.6175733165105708,-,7.979015190050168,5.65698122910774
44855,Urumita,-,-,-,-,2,-,-,2,2,0,0,-,0,106.78056593699947,0,-,34.217279726261765,17.365633411478683
44874,Villanueva,1,-,-,1,5,-,-,5,6,19.516003122560498,0,-,6.8756875687568755,96.37625289128759,0,-,32.55632243781743,20.065547455019733
47,Magdalena,44,5,-,49,339,79,-,418,467,17.54371974705146,1.0554513004215471,-,6.762976979654481,142.52800107631765,16.231564846128876,-,57.69066211766135,32.22718856769814
47030,Algarrobo,-,-,-,-,3,2,-,5,5,0,0,-,0,90.57971014492753,40.62563477554337,-,60.71645415907712,29.33239469670304
47053,Aracataca,-,-,-,-,2,3,-,5,5,0,0,-,0,26.39567110993797,22.682594888855284,-,24.03499495265106,11.868590960881123
47058,Ariguaní,2,-,-,2,20,1,-,21,23,33.4448160535117,0,-,12.082401981513925,354.17035594120773,9.919650828290845,-,133.51983723296033,71.24934171803848
47170,Chivolo,-,-,-,-,5,-,-,5,5,0,0,-,0,123.70113805047005,0,-,45.224312590448626,21.051745189676225
47189,Ciénaga,1,-,-,1,14,3,-,17,18,4.597912547703343,0,-,1.5952525284752577,67.3659897988644,7.01311452416018,-,26.746802183797733,14.257990415461999
47245,El Banco,4,1,-,5,35,5,-,40,45,30.248033877797944,4.447211598327849,-,14.001680201624197,279.0846025037876,22.190662169359133,-,114.04784307016793,63.574587118375874
47258,El Piñón,-,-,-,-,1,-,-,1,1,0,0,-,0,25.65418163160595,0,-,8.488964346349746,4.088808929958703
47268,El Retén,-,1,-,1,2,-,-,2,3,0,15.11715797430083,-,9.156670634557276,51.17707267144319,0,-,19.124115509657678,14.0324617615417
47288,Fundación,-,1,-,1,10,6,-,16,17,0,4.560795402718234,-,2.833262501770789,78.34534628643058,25.517798664568538,-,44.10508035394327,23.752305370815403
47318,Guamal,-,-,-,-,3,-,-,3,3,0,0,-,0,63.62672322375398,0,-,21.83882943874208,10.583503845339731
47460,Nueva Granada,1,-,-,1,4,-,-,4,5,23.174971031286212,0,-,8.899172376968941,100.05002501250624,0,-,38.99395593682979,23.261223540358223
47541,Pedraza,-,-,-,-,2,-,-,2,2,0,0,-,0,128.783000643915,0,-,44.150110375275936,21.204410517387615
47555,Plato,3,-,-,3,36,6,-,42,45,25.590719099206687,0,-,9.051412020275162,315.8448850675557,29.33124755572937,-,131.8515728009041,69.23289947382996
47570,Puebloviejo,-,-,-,-,1,1,-,2,2,0,0,-,0,16.474464579901152,9.982032341784787,-,12.431626056688215,6.118453255017132
47605,Remolino,-,-,-,-,1,-,-,1,1,0,0,-,0,53.333333333333336,0,-,17.027073046143368,8.256274768824307
47660,Sabanas de San Ángel,-,-,-,-,1,-,-,1,1,0,0,-,0,30.873726458783576,0,-,12.714558169103624,5.887894488930758
47692,San Sebastián de Buenavista,-,1,-,1,2,-,-,2,3,0,14.885382554331647,-,9.332711152589827,54.42176870748299,0,-,19.42124684404739,14.276876219483176
47707,Santa Ana,-,-,-,-,-,2,-,2,2,0,0,-,0,0,24.62144527883787,-,15.664160401002505,7.554296506137866
47720,Santa Bárbara de Pinto,-,-,-,-,1,-,-,1,1,0,0,-,0,51.02040816326531,0,-,17.908309455587393,8.718395815170009
47001,Santa Marta,28,1,-,29,182,48,-,230,259,33.198169358089686,0.5526724476204687,-,10.931804388554024,226.31749110895572,23.84737678855326,-,81.6477220285554,47.35099519359975
47745,Sitionuevo,1,-,-,1,6,-,-,6,7,18.590816136828405,0,-,6.5603883749918,115.85248117397181,0,-,41.75655925951701,23.63906524382007
