 DIVIPOLA,"SUICIDIOS EN COLOMBIA AÑO 2020

CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - SUICIDIO (CASOS),VIOLENTA - SUICIDIO (CASOS).1,VIOLENTA - SUICIDIO (CASOS).2,VIOLENTA - SUICIDIO (CASOS).3,VIOLENTA - SUICIDIO (CASOS).4,VIOLENTA - SUICIDIO (CASOS).5,VIOLENTA - SUICIDIO (CASOS).6,VIOLENTA - SUICIDIO (TASAS),VIOLENTA - SUICIDIO (TASAS).1,VIOLENTA - SUICIDIO (TASAS).2,VIOLENTA - SUICIDIO (TASAS).3,VIOLENTA - SUICIDIO (TASAS).4,VIOLENTA - SUICIDIO (TASAS).5,VIOLENTA - SUICIDIO (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
15516,Paipa,1,1,2,-,-,-,2,27.480076944215444,8.460952703274389,12.938284383490748,0,0,0,6.200396825396825
15572,Puerto Boyacá,-,5,5,-,1,1,6,0,30.513853289393385,22.902161964089412,0,5.897965202005308,4.500855162480871,13.62088535754824
15580,Quípama,1,-,1,-,-,-,1,184.50184501845018,0,39.16960438699569,0,0,0,21.299254526091584
15599,Ramiriquí,-,1,1,-,-,-,1,0,28.60411899313501,21.593608291945586,0,0,0,10.735373054213634
15632,Saboyá,1,1,2,-,-,-,2,64.0614990390775,21.55636990730761,32.25806451612903,0,0,0,15.74803149606299
15667,San Luis de Gaceno,-,1,1,-,-,-,1,0,49.77600796416127,38.40245775729647,0,0,0,19.67729240456513
15681,San Pablo de Borbur,-,-,-,1,-,1,1,0,0,0,131.4060446780552,0,35.70153516601214,16.152479405588757
15690,Santa María,-,-,-,-,1,1,1,0,0,0,0,83.61204013377926,64.14368184733803,30.71253071253071
15693,Santa Rosa de Viterbo,-,2,2,-,-,-,2,0,37.18163227365681,30.399756801945582,0,0,0,15.92483477983916
15757,Socha,-,1,1,-,-,-,1,0,35.98416696653472,27.344818156959256,0,0,0,13.548299688389108
15755,Socotá,-,1,1,-,-,-,1,0,38.53564547206166,29.146021568055964,0,0,0,15.41782300339192
15759,Sogamoso,-,1,1,-,1,1,2,0,2.2152810083959147,1.7232169013113683,0,1.9057420006479524,1.5533980582524272,1.6339068346322891
15776,Sutamarchán,-,1,1,-,-,-,1,0,45.004500450045,34.39972480220158,0,0,0,17.340038148083927
15790,Tasco,-,-,-,1,-,1,1,0,0,0,164.74464579901152,0,37.35524841240194,18.76172607879925
15804,Tibaná,-,1,1,1,-,1,2,0,31.70577045022194,24.277737314882252,112.99435028248588,0,23.29916123019571,23.778385447628107
15816,Togüí,-,2,2,-,-,-,2,0,131.57894736842104,97.79951100244497,0,0,0,50.67139599695972
15001,Tunja,1,11,12,2,-,2,14,5.534340583319497,18.17941429232498,15.271644374308005,11.667250029168125,0,2.25504566467471,8.369851793838594
15835,Turmequé,-,1,1,-,-,-,1,0,46.16805170821791,35.4735721887194,0,0,0,17.448961786773687
15861,Ventaquemada,1,-,1,-,-,-,1,51.38746145940391,0,13.852334118298934,0,0,0,6.831534362617844
15879,Viracachá,-,1,1,-,-,-,1,0,96.61835748792271,72.99270072992701,0,0,0,37.96507213363706
17,Caldas,5,54,59,2,9,11,70,5.543175796277203,14.616361121562111,12.83585336669205,2.3157797230327453,2.207917100072616,2.2267747394673556,7.340311522821029
17013,Aguadas,-,3,3,-,-,-,3,0,35.62522265764161,28.312570781426956,0,0,0,14.039028499227854
17088,Belalcázar,-,-,-,1,-,1,1,0,0,0,93.89671361502347,0,20.855057351407716,10.34340091021928
17174,Chinchiná,-,4,4,-,-,-,4,0,21.26528442317916,17.08306641042067,0,0,0,8.139676854828863
17272,Filadelfia,-,2,2,-,-,-,2,0,47.05882352941177,37.39715781600598,0,0,0,18.781106207155602
17380,La Dorada,-,4,4,-,1,1,5,0,15.558753743825118,12.103973129179654,0,3.559478892290169,2.8251779862131317,7.305348976520609
17001,Manizales,1,26,27,-,5,5,32,2.881014116969173,15.887176604299313,13.61134076747797,0,2.6245616981964015,2.230062129530929,7.572656085457424
17433,Manzanares,-,1,1,-,-,-,1,0,15.375153751537516,12.077294685990339,0,0,0,6.07976653696498
17444,Marquetalia,-,1,1,-,-,-,1,0,20.855057351407716,15.984654731457802,0,0,0,8.067118425298483
17486,Neira,1,-,1,-,1,1,2,46.728971962616825,0,10.219724067450178,0,12.594458438287154,10.191602119853242,10.205643720977701
17495,Norcasia,-,1,1,-,-,-,1,0,48.97159647404506,36.101083032490976,0,0,0,17.84439685938615
