CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - PRESUNTO HOMICIDIO (CASOS),VIOLENTA - PRESUNTO HOMICIDIO (CASOS).1,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).2,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).3,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).4,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).5,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).6,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).7,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).8,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).9,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).10,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).11,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).12,VIOLENTA - PRESUNTO HOMICIDIO (TASAS),VIOLENTA - PRESUNTO HOMICIDIO (TASAS).1,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).2,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).3,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).4,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).5,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).6,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).7,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).8,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).9,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).10,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).11,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).12
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,Indeterminado,Indeterminado,Indeterminado,INDETERMINADO,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),INDETERMINADO (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
44,La Guajira,2,166,-,168,1,10,-,11,-,-,-,-,179,1.0189057970645323,57.88328498103102,-,34.77735249123838,0.5240540823813017,3.1858497298399424,-,2.179478034824096,-,-,-,-,18.12142570063607
44035,Albania,-,2,-,2,-,-,-,-,-,-,-,-,2,0,20.12274876748164,-,12.121212121212121,0,0,-,0,-,-,-,-,6.059504332545598
44078,Barrancas,-,6,-,6,-,1,-,1,-,-,-,-,7,0,49.98750312421895,-,30.832476875642342,0,7.8622533218020285,-,5.060472648145337,-,-,-,-,17.84758165268606
44090,Dibulla,-,11,-,11,-,-,-,-,-,-,-,-,11,0,85.37721204594847,-,49.91378527997096,0,0,-,0,-,-,-,-,25.56593687537768
44279,Fonseca,2,11,-,13,1,-,-,1,-,-,-,-,14,23.201856148491878,80.1398805187236,-,58.1759599033384,12.208521548040533,0,-,4.308116491469929,-,-,-,-,30.730058387110937
44378,Hatonuevo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,14.841199168892848,-,8.931761343336905,0,0,-,0,-,-,-,-,4.43675407072186
44430,Maicao,-,60,-,60,-,4,-,4,-,-,-,-,64,0,112.18098532298775,-,65.34168254832562,0,6.598373500932021,-,4.104247896572953,-,-,-,-,33.811448345088095
44560,Manaure,-,4,-,4,-,-,-,-,-,-,-,-,4,0,16.491445062873634,-,8.544087491455914,0,0,-,0,-,-,-,-,4.185107295688293
44001,Riohacha,-,59,-,59,-,2,-,2,-,-,-,-,61,0,97.8863191425822,-,58.914573867891555,0,2.9890451495269836,-,1.881644557343118,-,-,-,-,29.549252791435563
44650,San Juan del Cesar,-,5,-,5,-,1,-,1,-,-,-,-,6,0,30.196883681604056,-,20.082740892477005,0,5.651633322030067,-,3.8735667802912923,-,-,-,-,11.831285863585274
44847,Uribia,-,6,-,6,-,1,-,1,-,-,-,-,7,0,10.954902318787658,-,6.370305880854046,0,1.6175733165105708,-,0.997376898756271,-,-,-,-,3.5998971457958344
44855,Urumita,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.371308016877634,-,17.63046544428773,0,0,-,0,-,-,-,-,8.682816705739342
44874,Villanueva,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,9.83284169124877,-,6.511264487563485,-,-,-,-,3.344257909169955
47,Magdalena,16,322,-,338,3,33,-,36,-,-,-,-,374,6.379534453473258,67.97106374714765,-,46.65073916577989,1.2613097440382093,6.780273923066492,-,4.968573770899063,-,-,-,-,25.8093544417968
47030,Algarrobo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,18.695083193120208,-,11.349449551696743,0,0,-,0,-,-,-,-,5.866478939340608
47053,Aracataca,1,11,-,12,-,-,-,-,-,-,-,-,12,12.18026796589525,83.87342737323675,-,56.27198124267292,0,0,-,0,-,-,-,-,28.484618306114697
47058,Ariguaní,-,5,-,5,-,1,-,1,-,-,-,-,6,0,47.29026766291497,-,30.20600495378481,0,9.919650828290845,-,6.358087487283825,-,-,-,-,18.586784796010036
47161,Cerro de San Antonio,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,30.998140111593305,-,20.479213598197827,-,-,-,-,9.907856930545922
47170,Chivolo,-,2,-,2,-,-,-,-,-,-,-,-,2,0,24.645717806531113,-,15.754233950374163,0,0,-,0,-,-,-,-,8.42069807587049
47189,Ciénaga,3,68,-,71,1,9,-,10,-,-,-,-,81,13.793737643110028,166.10889903998827,-,113.2629295217433,4.8118564142046,21.039343572480536,-,15.733413049292782,-,-,-,-,64.160956869579
47245,El Banco,-,8,-,8,-,-,-,-,-,-,-,-,8,0,35.57769278662279,-,22.40268832259871,0,0,-,0,-,-,-,-,11.302148821044602
47268,El Retén,-,3,-,3,-,-,-,-,-,-,-,-,3,0,45.3514739229025,-,27.470011903671825,0,0,-,0,-,-,-,-,14.0324617615417
47288,Fundación,-,19,-,19,-,1,-,1,-,-,-,-,20,0,86.65511265164645,-,53.83198753364499,0,4.252966444094756,-,2.7565675221214545,-,-,-,-,27.94388867154753
47318,Guamal,-,5,-,5,-,1,-,1,-,-,-,-,6,0,53.71146202599635,-,34.22547744541036,0,11.084016847705607,-,7.279609812914028,-,-,-,-,21.167007690679462
47460,Nueva Granada,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,15.97444089456869,-,9.748488984207448,-,-,-,-,4.6522447080716445
47545,Pijiño del Carmen,-,2,-,2,-,1,-,1,-,-,-,-,3,0,49.273220004927325,-,29.568302779420463,0,26.246719160104988,-,15.762925598991172,-,-,-,-,22.886786695148
47551,Pivijay,2,2,-,4,-,-,-,-,-,-,-,-,4,30.025521693439426,14.848912317172767,-,19.87083954297069,0,0,-,0,-,-,-,-,10.108668182966893
47555,Plato,-,6,-,6,-,3,-,3,-,-,-,-,9,0,28.00989683021334,-,18.102824040550324,0,14.665623777864685,-,9.417969485778867,-,-,-,-,13.846579894765993
47570,Puebloviejo,1,4,-,5,-,-,-,-,-,-,-,-,5,16.680567139282736,37.71805752003772,-,30.120481927710845,0,0,-,0,-,-,-,-,15.296133137542828
47605,Remolino,-,1,-,1,-,-,-,-,-,-,-,-,1,0,23.568230025925054,-,16.02820964898221,0,0,-,0,-,-,-,-,8.256274768824307
47692,San Sebastián de Buenavista,-,4,-,4,-,-,-,-,-,-,-,-,4,0,59.54153021732659,-,37.33084461035931,0,0,-,0,-,-,-,-,19.035834959310904
47703,San Zenón,-,1,-,1,-,-,-,-,-,-,-,-,1,0,25.54931016862545,-,15.547263681592039,0,0,-,0,-,-,-,-,7.916402786573781
47707,Santa Ana,-,1,-,1,-,-,-,-,-,-,-,-,1,0,11.57273463719477,-,7.295542423579193,0,0,-,0,-,-,-,-,3.777148253068933
47001,Santa Marta,8,146,-,154,1,12,-,13,-,-,-,-,167,9.485191245168481,80.69017735258845,-,58.05165089094206,1.2435026984008555,5.961844197138315,-,4.614871245092262,-,-,-,-,30.531336669232275
47745,Sitionuevo,-,7,-,7,1,1,-,2,-,-,-,-,9,0,70.96512570965125,-,45.9227186249426,19.308746862328636,10.881392818280741,-,13.918853086505672,-,-,-,-,30.393083884911523
47980,Zona Bananera,1,26,-,27,-,2,-,2,-,-,-,-,29,6.8493150684931505,111.43016328804697,-,71.17812986054359,0,8.711939713377184,-,5.383869925702595,-,-,-,-,38.62495171881035
50,Meta,5,264,-,269,3,22,-,25,-,-,-,-,294,3.021969719863407,70.5529588147103,-,49.847862101170776,1.9130700948882766,5.851779739010624,-,4.692456407079978,-,-,-,-,27.414836835096956
50006,Acacías,1,16,-,17,1,1,-,2,-,-,-,-,19,7.508634930169695,46.05907075824745,-,35.375395372065924,7.846214201647705,3.1440608690184244,-,4.489237054162645,-,-,-,-,20.516807584739816
50110,Barranca de Upía,-,10,-,10,-,1,-,1,-,-,-,-,11,0,477.5549188156638,-,303.3980582524272,0,47.961630695443645,-,29.976019184652277,-,-,-,-,165.86248492159228
50124,Cabuyaro,-,1,-,1,-,-,-,-,-,-,-,-,1,0,43.01075268817204,-,29.146021568055964,0,0,-,0,-,-,-,-,16.017940092904052
50150,Castilla la Nueva,-,2,-,2,-,-,-,-,-,-,-,-,2,0,35.83587170757929,-,24.322023592362886,0,0,-,0,-,-,-,-,12.468050620285519
50226,Cumaral,-,4,-,4,-,-,-,-,-,-,-,-,4,0,50.45408678102926,-,34.5333678667012,0,0,-,0,-,-,-,-,17.10351904904434
50245,El Calvario,-,1,-,1,-,-,-,-,-,-,-,-,1,0,172.1170395869191,-,110.49723756906079,0,0,-,0,-,-,-,-,60.024009603841534
50251,El Castillo,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,41.68403501458941,-,27.770063871146906,-,-,-,-,13.388673182487615
50270,El Dorado,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,73.69196757553426,-,50.327126321087064,-,-,-,-,24.975024975024976
50287,Fuente de Oro,-,3,-,3,-,1,-,1,-,-,-,-,4,0,69.52491309385863,-,47.42333227948151,0,23.724792408066428,-,16.220600162206,-,-,-,-,32.02305660075254
50313,Granada,-,20,-,20,-,1,-,1,-,-,-,-,21,0,87.39730816290859,-,58.594322210177836,0,3.8701188126475485,-,2.6997111309089927,-,-,-,-,29.5051563773288
50318,Guamal,-,2,-,2,-,-,-,-,-,-,-,-,2,0,39.65107057890563,-,27.597626604112044,0,0,-,0,-,-,-,-,13.713658804168952
50350,La Macarena,-,23,-,23,-,2,-,2,-,-,-,-,25,0,246.91358024691357,-,152.22714938116354,0,26.322716504343248,-,15.173355587588196,-,-,-,-,88.37044892188052
50400,Lejanías,-,4,-,4,-,1,-,1,-,-,-,-,5,0,103.54646647683148,-,69.43239021003298,0,26.74511901577962,-,18.20498816675769,-,-,-,-,44.4286475919673
50325,Mapiripán,-,4,-,4,-,-,-,-,-,-,-,-,4,0,175.5926251097454,-,102.7221366204417,0,0,-,0,-,-,-,-,55.44005544005544
50330,Mesetas,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.961445133459154,-,18.17851299763679,0,0,-,0,-,-,-,-,9.509319132750095
50450,Puerto Concordia,-,4,-,4,-,1,-,1,-,-,-,-,5,0,138.45621322256838,-,86.69267446900737,0,40.56795131845842,-,24.838549428713364,-,-,-,-,57.87037037037037
50568,Puerto Gaitán,-,21,-,21,1,1,-,2,-,-,-,-,23,0,147.27540500736376,-,89.60573476702508,11.21830827911151,8.602890571231933,-,9.7380465478625,-,-,-,-,52.30363396552508
50573,Puerto López,-,12,-,12,-,1,-,1,-,-,-,-,13,0,118.51851851851852,-,77.47933884297521,0,9.874592673052236,-,6.633499170812604,-,-,-,-,42.53509145044662
50590,Puerto Rico,-,4,-,4,-,1,-,1,-,-,-,-,5,0,82.90155440414507,-,57.151021574510644,0,26.164311878597594,-,16.719612104999165,-,-,-,-,38.52080123266564
50680,San Carlos de Guaroa,-,4,-,4,-,-,-,-,-,-,-,-,4,0,90.49773755656109,-,59.05802450908018,0,0,-,0,-,-,-,-,30.807147258163894
50683,San Juan de Arama,-,3,-,3,-,-,-,-,-,-,-,-,3,0,90.0360144057623,-,63.80263717566993,0,0,-,0,-,-,-,-,33.56455582904453
50689,San Martín,-,8,-,8,-,-,-,-,-,-,-,-,8,0,89.07694020710389,-,60.52352852171282,0,0,-,0,-,-,-,-,29.942360955161313
50370,Uribe,-,3,-,3,-,-,-,-,-,-,-,-,3,0,85.15469770082316,-,56.02240896358543,0,0,-,0,-,-,-,-,31.380753138075313
50001,Villavicencio,4,100,-,104,1,9,-,10,-,-,-,-,114,5.153045449860868,51.58122237180776,-,38.30669667357906,1.381501692339573,4.367999068160199,-,3.5915799000822473,-,-,-,-,20.73021264833922
50711,Vistahermosa,-,14,-,14,-,-,-,-,-,-,-,-,14,0,231.51976186538778,-,156.75736199753666,0,0,-,0,-,-,-,-,82.6983283123634
52,Nariño,13,298,-,311,3,34,-,37,-,-,-,-,348,5.622667133780552,52.91512626827613,-,39.150373942719604,1.3558831771054607,5.557780484017294,-,4.441707392321608,-,-,-,-,21.383986343743892
52022,Aldana,-,2,-,2,-,-,-,-,-,-,-,-,2,0,78.4313725490196,-,56.72149744753262,0,0,-,0,-,-,-,-,27.177605652941974
52079,Barbacoas,-,2,-,2,-,-,-,-,-,-,-,-,2,0,12.138868657441126,-,6.975203152791825,0,0,-,0,-,-,-,-,3.5383200056613116
52110,Buesaco,-,2,-,2,-,1,-,1,-,-,-,-,3,0,22.716946842344388,-,16.836434043269637,0,10.890873448050534,-,8.31255195344971,-,-,-,-,12.547576226525576
52240,Chachagüí,-,1,-,1,-,-,-,-,-,-,-,-,1,0,17.89869339538214,-,13.176966662274344,0,0,-,0,-,-,-,-,6.536374926465783
52224,Cuaspúd,-,6,-,6,-,-,-,-,-,-,-,-,6,0,185.93120545398202,-,133.36296954878864,0,0,-,0,-,-,-,-,65.23157208088715
52227,Cumbal,-,4,-,4,-,-,-,-,-,-,-,-,4,0,31.186652112895683,-,22.196326507962933,0,0,-,0,-,-,-,-,10.801468999783971
52233,Cumbitara,-,1,-,1,-,-,-,-,-,-,-,-,1,0,47.43833017077799,-,33.955857385398986,0,0,-,0,-,-,-,-,17.340038148083927
52250,El Charco,-,1,-,1,-,-,-,-,-,-,-,-,1,0,15.50147263990079,-,8.798169980644026,0,0,-,0,-,-,-,-,4.434786465031708
52256,El Rosario,-,1,-,1,-,1,-,1,-,-,-,-,2,0,21.663778162911612,-,16.479894528675015,0,22.104332449160033,-,16.691704223001167,-,-,-,-,16.58512314453935
52258,El Tablón de Gómez,-,-,-,-,1,-,-,1,-,-,-,-,1,0,0,-,0,58.44535359438924,0,-,14.15227851684121,-,-,-,-,7.013606396409034
52260,El Tambo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,19.15341888527102,-,14.64986815118664,0,0,-,0,-,-,-,-,7.243227582210633
52520,Francisco Pizarro,-,2,-,2,-,-,-,-,-,-,-,-,2,0,45.116174148432215,-,28.046557285093254,0,0,-,0,-,-,-,-,14.129282938890851
52287,Funes,-,1,-,1,-,-,-,-,-,-,-,-,1,0,37.27171077152441,-,28.18489289740699,0,0,-,0,-,-,-,-,14.019346698443853
52356,Ipiales,1,42,-,43,-,5,-,5,-,-,-,-,48,6.293266205160478,106.02579961123874,-,77.47328973208654,0,11.107655396098991,-,8.29091150281062,-,-,-,-,41.447197996718764
52399,La Unión,-,1,-,1,-,1,-,1,-,-,-,-,2,0,8.397010664203544,-,6.360918516633802,0,8.087343307723414,-,6.241028521500343,-,-,-,-,6.300403225806451
52405,Leiva,-,1,-,1,-,1,-,1,-,-,-,-,2,0,28.169014084507044,-,20.197939810139363,0,30.656039239730227,-,21.654395842355996,-,-,-,-,20.900825582610512
52418,Los Andes,-,1,-,1,-,-,-,-,-,-,-,-,1,0,29.859659599880562,-,21.49151085321298,0,0,-,0,-,-,-,-,10.792143319663285
52427,Magüí,-,1,-,1,-,-,-,-,-,-,-,-,1,0,14.214641080312722,-,7.72379701861435,0,0,-,0,-,-,-,-,3.9151201941899614
52435,Mallama,-,3,-,3,-,2,-,2,-,-,-,-,5,0,91.79926560587515,-,67.34006734006735,0,60.25911419102139,-,44.55335263978615,-,-,-,-,55.90339892665474
52490,Olaya Herrera,-,6,-,6,-,-,-,-,-,-,-,-,6,0,84.34073657576609,-,47.99616030717542,0,0,-,0,-,-,-,-,23.80574511982225
52001,Pasto,-,47,-,47,-,5,-,5,-,-,-,-,52,0,33.552495377608345,-,25.445981429847592,0,3.036007043536341,-,2.4054420721440186,-,-,-,-,13.246146517664501
52540,Policarpa,-,3,-,3,-,1,-,1,-,-,-,-,4,0,84.6740050804403,-,61.61429451632779,0,27.693159789531986,-,20.37489812550937,-,-,-,-,40.91234530019434
52573,Puerres,-,1,-,1,-,-,-,-,-,-,-,-,1,0,33.366700033366705,-,24.437927663734115,0,0,-,0,-,-,-,-,11.957431543704413
52612,Ricaurte,-,1,-,1,-,1,-,1,-,-,-,-,2,0,16.4257555847569,-,9.856100926473488,0,16.116035455278002,-,10.090817356205854,-,-,-,-,9.97207818109294
52621,Roberto Payán,-,4,-,4,-,-,-,-,-,-,-,-,4,0,109.46907498631637,-,62.85355122564425,0,0,-,0,-,-,-,-,31.513432600646027
52678,Samaniego,-,4,-,4,-,-,-,-,-,-,-,-,4,0,38.60258637328701,-,29.278290147855365,0,0,-,0,-,-,-,-,14.422210203713718
52835,San Andrés de Tumaco,12,152,-,164,2,16,-,18,-,-,-,-,182,26.102845210127906,189.2029824364863,-,129.84031225011677,4.495392222971454,18.552230325939497,-,13.768520572464489,-,-,-,-,70.80554928766504
52687,San Lorenzo,-,3,-,3,-,-,-,-,-,-,-,-,3,0,41.899441340782126,-,32.01365916124213,0,0,-,0,-,-,-,-,16.308779559662952
52683,Sandoná,-,1,-,1,-,-,-,-,-,-,-,-,1,0,13.410218586562962,-,10.266940451745379,0,0,-,0,-,-,-,-,5.0594485201113075
52786,Taminango,-,1,-,1,-,-,-,-,-,-,-,-,1,0,14.434180138568129,-,11.26126126126126,0,0,-,0,-,-,-,-,5.593779716954747
52838,Túquerres,-,2,-,2,-,-,-,-,-,-,-,-,2,0,12.278978388998034,-,9.163383121048291,0,0,-,0,-,-,-,-,4.4878267698866825
54,Norte de Santander,15,585,-,600,3,50,-,53,-,1,-,1,654,5.924661998033012,105.08786962637221,-,74.08724513987671,1.2463595913602352,8.443250381212755,-,6.3633853209907665,-,-,-,-,39.81138897918485
54003,Ábrego,-,17,-,17,-,-,-,-,-,-,-,-,17,0,151.5691868758916,-,98.47080630213159,0,0,-,0,-,-,-,-,49.42578863206861
54051,Arboledas,-,2,-,2,-,-,-,-,-,-,-,-,2,0,52.812252442566674,-,36.55638822884299,0,0,-,0,-,-,-,-,19.619383951343927
54099,Bochalema,-,1,-,1,-,-,-,-,-,-,-,-,1,0,30.646644192460926,-,21.43163309044149,0,0,-,0,-,-,-,-,11.150758251561106
54109,Bucarasica,-,3,-,3,-,1,-,1,-,-,-,-,4,0,135.37906137184115,-,84.53085376162299,0,52.493438320209975,-,31.695721077654518,-,-,-,-,59.66587112171838
54128,Cáchira,-,1,-,1,-,-,-,-,-,-,-,-,1,0,25.157232704402514,-,16.815200941651252,0,0,-,0,-,-,-,-,8.809796493700995
54125,Cácota,-,3,-,3,-,-,-,-,-,-,-,-,3,0,267.85714285714283,-,188.9168765743073,0,0,-,0,-,-,-,-,101.5572105619499
54174,Chitagá,-,2,-,2,-,-,-,-,-,-,-,-,2,0,45.589240939138364,-,30.613806826878925,0,0,-,0,-,-,-,-,15.918497293855461
54206,Convención,-,11,-,11,-,-,-,-,-,-,-,-,11,0,171.63364019347793,-,108.02317588137092,0,0,-,0,-,-,-,-,55.231974292026514
54001,Cúcuta,8,243,-,251,1,21,-,22,-,1,-,1,274,7.057598828438595,90.35371807409005,-,65.65593152949546,0.9259259259259259,7.056570170869806,-,5.424129981878474,-,-,-,-,34.776384042970406
54245,El Carmen,1,4,-,5,-,-,-,-,-,-,-,-,5,36.79175864606328,85.8000858000858,-,67.75067750677506,0,0,-,0,-,-,-,-,35.12469265893923
54250,El Tarra,1,9,-,10,-,1,-,1,-,-,-,-,11,20.387359836901123,133.15579227696406,-,85.73388203017832,0,16.68613382279326,-,9.46431951542684,-,-,-,-,49.48268106162843
54261,El Zulia,1,14,-,15,-,-,-,-,-,-,-,-,15,19.38360147315371,140.0280056011202,-,98.96417496866134,0,0,-,0,-,-,-,-,50.33557046979866
54313,Gramalote,-,1,-,1,-,-,-,-,-,-,-,-,1,0,30.77870113881194,-,23.13208420078649,0,0,-,0,-,-,-,-,12.822156686754713
54344,Hacarí,-,2,-,2,-,-,-,-,-,-,-,-,2,0,62.09251785159888,-,35.90019745108598,0,0,-,0,-,-,-,-,18.608113137327877
54347,Herrán,-,1,-,1,-,-,-,-,-,-,-,-,1,0,37.3134328358209,-,26.788106080900082,0,0,-,0,-,-,-,-,13.466199838405602
54385,La Esperanza,-,3,-,3,-,-,-,-,-,-,-,-,3,0,75.87253414264036,-,46.267735965453426,0,0,-,0,-,-,-,-,23.91390992427262
54398,La Playa,-,4,-,4,-,-,-,-,-,-,-,-,4,0,144.8225923244026,-,94.87666034155598,0,0,-,0,-,-,-,-,49.30966469428008
54405,Los Patios,-,14,-,14,1,1,-,2,-,-,-,-,16,0,42.093869328602786,-,29.668559803339832,7.429972509101717,2.6369917198459993,-,3.892489441622389,-,-,-,-,16.232283983808294
54480,Mutiscua,-,2,-,2,-,-,-,-,-,-,-,-,2,0,120.70006035003017,-,84.45945945945947,0,0,-,0,-,-,-,-,43.54452427607228
54498,Ocaña,1,52,-,53,-,2,-,2,-,-,-,-,55,5.271481286241434,118.41326228537595,-,84.28217034539787,0,4.053917097395358,-,2.9317345607528695,-,-,-,-,41.95174786236776
54518,Pamplona,1,6,-,7,-,-,-,-,-,-,-,-,7,14.162299957513099,31.3250495979952,-,26.7022696929239,0,0,-,0,-,-,-,-,12.809486339597782
54553,Puerto Santander,1,40,-,41,1,5,-,6,-,-,-,-,47,57.50431282346176,1370.8019191226867,-,880.3951041442989,62.65664160401002,159.33715742511154,-,126.74271229404309,-,-,-,-,500.4791821957193
54599,Ragonvalia,-,3,-,3,-,-,-,-,-,-,-,-,3,0,121.95121951219512,-,87.31082654249127,0,0,-,0,-,-,-,-,46.68534080298787
54660,Salazar,-,2,-,2,-,-,-,-,-,-,-,-,2,0,50.96839959225281,-,35.19887363604364,0,0,-,0,-,-,-,-,18.39080459770115
54670,San Calixto,-,3,-,3,-,1,-,1,-,-,-,-,4,0,76.14213197969544,-,45.991108385712096,0,29.35995302407516,-,17.188037126160193,-,-,-,-,32.41228425573292
54673,San Cayetano,-,3,-,3,-,1,-,1,-,-,-,-,4,0,112.02389843166542,-,75.30120481927712,0,37.764350453172206,-,25.54931016862545,-,-,-,-,50.645733096986575
54720,Sardinata,-,11,-,11,-,1,-,1,-,-,-,-,12,0,121.19876597620096,-,77.53030730194531,0,12.328936012822092,-,7.702380035430948,-,-,-,-,44.16473445953406
54800,Teorama,-,8,-,8,-,-,-,-,-,-,-,-,8,0,146.86983660730678,-,87.4508089199825,0,0,-,0,-,-,-,-,44.65531677365336
54810,Tibú,1,79,-,80,-,9,-,9,-,-,-,-,89,8.036647110825363,419.9447161386349,-,255.95904655255157,0,52.72716620774503,-,31.823485732470562,-,-,-,-,149.48938457403924
54874,Villa del Rosario,-,41,-,41,-,7,-,7,-,-,-,-,48,0,108.03973754249124,-,75.01875468867217,0,16.52151337062475,-,12.038868346375441,-,-,-,-,42.553945991950215
86,Putumayo,5,161,-,166,1,15,-,16,-,-,-,-,182,8.18303819842231,132.40784907150024,-,90.86132153960678,1.68827660723933,12.279279943024141,-,8.820821549267045,-,-,-,-,49.98832690168505
86001,Mocoa,-,7,-,7,-,-,-,-,-,-,-,-,7,0,34.103088765468186,-,24.040938283477008,0,0,-,0,-,-,-,-,11.714500878587566
86320,Orito,1,15,-,16,-,1,-,1,-,-,-,-,17,14.673514306676449,118.5302252074279,-,82.17770929635337,0,7.578628268283441,-,5.049739938393173,-,-,-,-,43.286736434700686
86568,Puerto Asís,1,34,-,35,-,2,-,2,-,-,-,-,37,9.057150620414818,147.33922690240942,-,102.58815253392736,0,8.585533376261,-,5.877858108505261,-,-,-,-,54.29758008893063
86569,Puerto Caicedo,-,11,-,11,-,3,-,3,-,-,-,-,14,0,189.0684083877621,-,130.2700142112743,0,56.99088145896656,-,38.55050115651503,-,-,-,-,86.28127696289906
86571,Puerto Guzmán,-,15,-,15,-,-,-,-,-,-,-,-,15,0,124.78163214374844,-,76.74597083653109,0,0,-,0,-,-,-,-,40.351868291501894
86573,Puerto Leguízamo,2,32,-,34,-,3,-,3,-,-,-,-,37,33.25573661456601,325.1702062798496,-,214.44339325134027,0,36.782736635605694,-,21.355353075170843,-,-,-,-,123.7334046751162
86757,San Miguel,-,10,-,10,-,3,-,3,-,-,-,-,13,0,153.82248884786955,-,100.41168792047394,0,47.44583267436344,-,30.788177339901477,-,-,-,-,65.97980003045221
86749,Sibundoy,-,2,-,2,-,-,-,-,-,-,-,-,2,0,38.32151753209427,-,26.788106080900082,0,0,-,0,-,-,-,-,12.749410339771785
86865,Valle del Guamuez,-,22,-,22,1,2,-,3,-,-,-,-,25,0,186.56716417910448,-,125.20630584485801,18.71958068139274,16.35724216897031,-,17.075530764414594,-,-,-,-,71.14399544678429
86885,Villagarzón,1,13,-,14,-,1,-,1,-,-,-,-,15,23.679848448969928,163.29606833312397,-,114.90479317137229,0,12.307692307692307,-,8.169267216730658,-,-,-,-,61.412487205731836
63,Quindío,9,155,-,164,-,10,-,10,-,-,-,-,174,14.083845828834326,75.08671304280428,-,60.66636826705039,0,4.332380209687202,-,3.427169226762079,-,-,-,-,30.95440984706031
63001,Armenia,5,89,-,94,-,5,-,5,-,-,-,-,99,15.161163164437976,79.35234223149486,-,64.76639313200631,0,3.8025705376834735,-,3.0613619386992887,-,-,-,-,32.09461102304004
63130,Calarcá,2,11,-,13,-,1,-,1,-,-,-,-,14,22.578460149017836,38.75013210272308,-,34.904013961605585,0,3.327012010513358,-,2.593966434074343,-,-,-,-,18.470631695603988
63190,Circasia,1,6,-,7,-,3,-,3,-,-,-,-,10,29.533372711163615,55.75689991636465,-,49.480455220188034,0,25.071034598027744,-,19.65151316651382,-,-,-,-,33.99857205997348
63302,Génova,-,2,-,2,-,-,-,-,-,-,-,-,2,0,65.85446163977609,-,49.504950495049506,0,0,-,0,-,-,-,-,26.53927813163482
63401,La Tebaida,-,19,-,19,-,1,-,1,-,-,-,-,20,0,149.85408943923022,-,110.25358324145535,0,7.309941520467836,-,5.558025789239662,-,-,-,-,56.777856635912
