Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
PROYECCIONES DE POBLACIÓN MUNICIPAL POR ÁREA.,,,,,,
,,,,,,
PROYECCIONES DE POBLACIÓN A NIVEL MUNICIPAL. PERIODO 2005 - 2019.,,,,,,
,,,,,,
,,,,,,
,,,,,,
DP,DPNOM,DPMP,MPIO,AÑO,ÁREA GEOGRÁFICA,Población
05,Antioquia,Liborina,05411,2005,Total,10509
05,Antioquia,Maceo,05425,2005,Cabecera Municipal,2947
05,Antioquia,Maceo,05425,2005,Centros Poblados y Rural Disperso,5741
05,Antioquia,Maceo,05425,2005,Total,8688
05,Antioquia,Marinilla,05440,2005,Cabecera Municipal,31559
05,Antioquia,Marinilla,05440,2005,Centros Poblados y Rural Disperso,20683
05,Antioquia,Marinilla,05440,2005,Total,52242
05,Antioquia,Montebello,05467,2005,Cabecera Municipal,1711
05,Antioquia,Montebello,05467,2005,Centros Poblados y Rural Disperso,6134
05,Antioquia,Montebello,05467,2005,Total,7845
05,Antioquia,Murindó,05475,2005,Cabecera Municipal,1299
05,Antioquia,Murindó,05475,2005,Centros Poblados y Rural Disperso,2312
05,Antioquia,Murindó,05475,2005,Total,3611
05,Antioquia,Mutatá,05480,2005,Cabecera Municipal,3886
05,Antioquia,Mutatá,05480,2005,Centros Poblados y Rural Disperso,8289
05,Antioquia,Mutatá,05480,2005,Total,12175
05,Antioquia,Nariño,05483,2005,Cabecera Municipal,3052
05,Antioquia,Nariño,05483,2005,Centros Poblados y Rural Disperso,9580
05,Antioquia,Nariño,05483,2005,Total,12632
05,Antioquia,Necoclí,05490,2005,Cabecera Municipal,8682
05,Antioquia,Necoclí,05490,2005,Centros Poblados y Rural Disperso,27784
05,Antioquia,Necoclí,05490,2005,Total,36466
05,Antioquia,Nechí,05495,2005,Cabecera Municipal,9801
05,Antioquia,Nechí,05495,2005,Centros Poblados y Rural Disperso,10378
05,Antioquia,Nechí,05495,2005,Total,20179
05,Antioquia,Olaya,05501,2005,Cabecera Municipal,262
05,Antioquia,Olaya,05501,2005,Centros Poblados y Rural Disperso,2962
05,Antioquia,Olaya,05501,2005,Total,3224
05,Antioquia,Peñol,05541,2005,Cabecera Municipal,8428
05,Antioquia,Peñol,05541,2005,Centros Poblados y Rural Disperso,10070
05,Antioquia,Peñol,05541,2005,Total,18498
05,Antioquia,Peque,05543,2005,Cabecera Municipal,1708
05,Antioquia,Peque,05543,2005,Centros Poblados y Rural Disperso,6114
05,Antioquia,Peque,05543,2005,Total,7822
05,Antioquia,Pueblorrico,05576,2005,Cabecera Municipal,4112
05,Antioquia,Pueblorrico,05576,2005,Centros Poblados y Rural Disperso,4857
05,Antioquia,Pueblorrico,05576,2005,Total,8969
05,Antioquia,Puerto Berrío,05579,2005,Cabecera Municipal,27955
05,Antioquia,Puerto Berrío,05579,2005,Centros Poblados y Rural Disperso,6773
05,Antioquia,Puerto Berrío,05579,2005,Total,34728
05,Antioquia,Puerto Nare,05585,2005,Cabecera Municipal,4104
05,Antioquia,Puerto Nare,05585,2005,Centros Poblados y Rural Disperso,11067
05,Antioquia,Puerto Nare,05585,2005,Total,15171
05,Antioquia,Puerto Triunfo,05591,2005,Cabecera Municipal,2382
05,Antioquia,Puerto Triunfo,05591,2005,Centros Poblados y Rural Disperso,11754
05,Antioquia,Puerto Triunfo,05591,2005,Total,14136
05,Antioquia,Remedios,05604,2005,Cabecera Municipal,8650
05,Antioquia,Remedios,05604,2005,Centros Poblados y Rural Disperso,16135
05,Antioquia,Remedios,05604,2005,Total,24785
05,Antioquia,Retiro,05607,2005,Cabecera Municipal,9327
05,Antioquia,Retiro,05607,2005,Centros Poblados y Rural Disperso,9474
05,Antioquia,Retiro,05607,2005,Total,18801
05,Antioquia,Rionegro,05615,2005,Cabecera Municipal,58206
05,Antioquia,Rionegro,05615,2005,Centros Poblados y Rural Disperso,47478
05,Antioquia,Rionegro,05615,2005,Total,105684
05,Antioquia,Sabanalarga,05628,2005,Cabecera Municipal,2406
05,Antioquia,Sabanalarga,05628,2005,Centros Poblados y Rural Disperso,6135
05,Antioquia,Sabanalarga,05628,2005,Total,8541
05,Antioquia,Sabaneta,05631,2005,Cabecera Municipal,48652
05,Antioquia,Sabaneta,05631,2005,Centros Poblados y Rural Disperso,9465
05,Antioquia,Sabaneta,05631,2005,Total,58117
05,Antioquia,Salgar,05642,2005,Cabecera Municipal,6414
05,Antioquia,Salgar,05642,2005,Centros Poblados y Rural Disperso,13470
05,Antioquia,Salgar,05642,2005,Total,19884
05,Antioquia,San Andrés de Cuerquía,05647,2005,Cabecera Municipal,2341
05,Antioquia,San Andrés de Cuerquía,05647,2005,Centros Poblados y Rural Disperso,5358
05,Antioquia,San Andrés de Cuerquía,05647,2005,Total,7699
05,Antioquia,San Carlos,05649,2005,Cabecera Municipal,7967
05,Antioquia,San Carlos,05649,2005,Centros Poblados y Rural Disperso,12436
05,Antioquia,San Carlos,05649,2005,Total,20403
05,Antioquia,San Francisco,05652,2005,Cabecera Municipal,2287
05,Antioquia,San Francisco,05652,2005,Centros Poblados y Rural Disperso,3703
05,Antioquia,San Francisco,05652,2005,Total,5990
05,Antioquia,San Jerónimo,05656,2005,Cabecera Municipal,4845
05,Antioquia,San Jerónimo,05656,2005,Centros Poblados y Rural Disperso,8625
05,Antioquia,San Jerónimo,05656,2005,Total,13470
05,Antioquia,San José de La Montaña,05658,2005,Cabecera Municipal,2216
05,Antioquia,San José de La Montaña,05658,2005,Centros Poblados y Rural Disperso,1018
05,Antioquia,San José de La Montaña,05658,2005,Total,3234
05,Antioquia,San Juan de Urabá,05659,2005,Cabecera Municipal,5777
05,Antioquia,San Juan de Urabá,05659,2005,Centros Poblados y Rural Disperso,10556
05,Antioquia,San Juan de Urabá,05659,2005,Total,16333
05,Antioquia,San Luis,05660,2005,Cabecera Municipal,5861
05,Antioquia,San Luis,05660,2005,Centros Poblados y Rural Disperso,7637
05,Antioquia,San Luis,05660,2005,Total,13498
05,Antioquia,San Pedro de Los Milagros,05664,2005,Cabecera Municipal,9066
05,Antioquia,San Pedro de Los Milagros,05664,2005,Centros Poblados y Rural Disperso,9855
05,Antioquia,San Pedro de Los Milagros,05664,2005,Total,18921
05,Antioquia,San Pedro de Urabá,05665,2005,Cabecera Municipal,9350
05,Antioquia,San Pedro de Urabá,05665,2005,Centros Poblados y Rural Disperso,18275
05,Antioquia,San Pedro de Urabá,05665,2005,Total,27625
05,Antioquia,San Rafael,05667,2005,Cabecera Municipal,7619
05,Antioquia,San Rafael,05667,2005,Centros Poblados y Rural Disperso,9097
05,Antioquia,San Rafael,05667,2005,Total,16716
05,Antioquia,San Roque,05670,2005,Cabecera Municipal,5500
05,Antioquia,San Roque,05670,2005,Centros Poblados y Rural Disperso,15424
05,Antioquia,San Roque,05670,2005,Total,20924
05,Antioquia,San Vicente,05674,2005,Cabecera Municipal,4383
05,Antioquia,San Vicente,05674,2005,Centros Poblados y Rural Disperso,17378
05,Antioquia,San Vicente,05674,2005,Total,21761
05,Antioquia,Santa Bárbara,05679,2005,Cabecera Municipal,10515
05,Antioquia,Santa Bárbara,05679,2005,Centros Poblados y Rural Disperso,17754
05,Antioquia,Santa Bárbara,05679,2005,Total,28269
05,Antioquia,Santa Rosa de Osos,05686,2005,Cabecera Municipal,14966
05,Antioquia,Santa Rosa de Osos,05686,2005,Centros Poblados y Rural Disperso,16746
05,Antioquia,Santa Rosa de Osos,05686,2005,Total,31712
05,Antioquia,Santo Domingo,05690,2005,Cabecera Municipal,2800
05,Antioquia,Santo Domingo,05690,2005,Centros Poblados y Rural Disperso,11159
05,Antioquia,Santo Domingo,05690,2005,Total,13959
05,Antioquia,El Santuario,05697,2005,Cabecera Municipal,19206
05,Antioquia,El Santuario,05697,2005,Centros Poblados y Rural Disperso,11619
05,Antioquia,El Santuario,05697,2005,Total,30825
05,Antioquia,Segovia,05736,2005,Cabecera Municipal,24092
05,Antioquia,Segovia,05736,2005,Centros Poblados y Rural Disperso,7371
05,Antioquia,Segovia,05736,2005,Total,31463
05,Antioquia,Sonsón,05756,2005,Cabecera Municipal,16473
05,Antioquia,Sonsón,05756,2005,Centros Poblados y Rural Disperso,21672
05,Antioquia,Sonsón,05756,2005,Total,38145
05,Antioquia,Sopetrán,05761,2005,Cabecera Municipal,5808
05,Antioquia,Sopetrán,05761,2005,Centros Poblados y Rural Disperso,8478
05,Antioquia,Sopetrán,05761,2005,Total,14286
05,Antioquia,Támesis,05789,2005,Cabecera Municipal,6725
05,Antioquia,Támesis,05789,2005,Centros Poblados y Rural Disperso,11534
05,Antioquia,Támesis,05789,2005,Total,18259
05,Antioquia,Tarazá,05790,2005,Cabecera Municipal,9923
05,Antioquia,Tarazá,05790,2005,Centros Poblados y Rural Disperso,12218
05,Antioquia,Tarazá,05790,2005,Total,22141
05,Antioquia,Tarso,05792,2005,Cabecera Municipal,3015
05,Antioquia,Tarso,05792,2005,Centros Poblados y Rural Disperso,3511
05,Antioquia,Tarso,05792,2005,Total,6526
05,Antioquia,Titiribí,05809,2005,Cabecera Municipal,4200
05,Antioquia,Titiribí,05809,2005,Centros Poblados y Rural Disperso,7954
05,Antioquia,Titiribí,05809,2005,Total,12154
05,Antioquia,Toledo,05819,2005,Cabecera Municipal,1376
05,Antioquia,Toledo,05819,2005,Centros Poblados y Rural Disperso,4220
05,Antioquia,Toledo,05819,2005,Total,5596
05,Antioquia,Turbo,05837,2005,Cabecera Municipal,39770
05,Antioquia,Turbo,05837,2005,Centros Poblados y Rural Disperso,63822
05,Antioquia,Turbo,05837,2005,Total,103592
05,Antioquia,Uramita,05842,2005,Cabecera Municipal,1944
05,Antioquia,Uramita,05842,2005,Centros Poblados y Rural Disperso,5746
05,Antioquia,Uramita,05842,2005,Total,7690
05,Antioquia,Urrao,05847,2005,Cabecera Municipal,13779
05,Antioquia,Urrao,05847,2005,Centros Poblados y Rural Disperso,15296
05,Antioquia,Urrao,05847,2005,Total,29075
05,Antioquia,Valdivia,05854,2005,Cabecera Municipal,3243
05,Antioquia,Valdivia,05854,2005,Centros Poblados y Rural Disperso,10353
05,Antioquia,Valdivia,05854,2005,Total,13596
05,Antioquia,Valparaíso,05856,2005,Cabecera Municipal,3400
05,Antioquia,Valparaíso,05856,2005,Centros Poblados y Rural Disperso,4563
05,Antioquia,Valparaíso,05856,2005,Total,7963
05,Antioquia,Vegachí,05858,2005,Cabecera Municipal,6113
05,Antioquia,Vegachí,05858,2005,Centros Poblados y Rural Disperso,5920
05,Antioquia,Vegachí,05858,2005,Total,12033
05,Antioquia,Venecia,05861,2005,Cabecera Municipal,4776
05,Antioquia,Venecia,05861,2005,Centros Poblados y Rural Disperso,7365
05,Antioquia,Venecia,05861,2005,Total,12141
05,Antioquia,Vigía del Fuerte,05873,2005,Cabecera Municipal,2396
05,Antioquia,Vigía del Fuerte,05873,2005,Centros Poblados y Rural Disperso,5722
05,Antioquia,Vigía del Fuerte,05873,2005,Total,8118
05,Antioquia,Yalí,05885,2005,Cabecera Municipal,3248
05,Antioquia,Yalí,05885,2005,Centros Poblados y Rural Disperso,4421
05,Antioquia,Yalí,05885,2005,Total,7669
05,Antioquia,Yarumal,05887,2005,Cabecera Municipal,25172
